"txid","ordertxid","pair","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers"
"TA5F7N-UDPE6-DH3Q4W","O3QBFP-UPHY5-GLC3OK","XXBTZEUR","2016-03-07 14:44:36.8289","buy","market",373.19800,3.73198,0.00746,0.01000000,0.00000,"","L7PK7F-IIZAR-FN6G3Z,LIWY6C-7A4UX-D6YBG4"
"T5VYEV-TEBAQ-DPSTM2","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:35.3329","sell","limit",9.00001,282.75520,0.56551,31.41720958,0.00000,"","LHJETN-RBA7N-J55GKN,LQSIW3-RTTMO-ZCN3TN"
"TL746G-YYM7Q-YMP4DB","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:35.376","sell","limit",9.00000,1898.82890,3.79766,210.98098888,0.00000,"","LEJKHT-BINCM-6G5CYM,LESZBN-IKTXB-ABXMCS"
"TE4TYR-IOBTK-GS4HTG","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:35.4267","sell","limit",8.95030,447.51500,0.89503,50.00000000,0.00000,"","L6CU6F-KNBEO-R4LMCD,LMSHMI-QYRIM-KJB2DV"
"TPKWPV-675AI-RSKXRP","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:35.4629","sell","limit",8.95020,30.00000,0.06000,3.35188040,0.00000,"","LUUURE-XMFKW-HWY4LD,L2V7OF-IMEPU-BQUNVF"
"TKCMG4-BGGAH-5D67KX","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:35.5014","sell","limit",8.95010,447.50500,0.89501,50.00000000,0.00000,"","L3LUYM-QY7LE-GFJMQR,LFJ7FO-K3U57-XTZN2F"
"T2ZGQJ-WSY7S-QQQP4I","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:39.8284","sell","limit",8.95003,460.92655,0.92185,51.50000000,0.00000,"","L7PGJ2-B53DC-CVZGOS,L5AKTD-CZBTI-U2ROV3"
"TH2VE6-YNS56-E6FLBA","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:40.1053","sell","limit",8.95002,4128.46000,8.25692,461.27941613,0.00000,"","L4DXPO-3MVE4-6NFDWP,LQCARL-GVRZS-IJRL2D"
"TUGWKF-42ZDD-Z6KAGH","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:40.1449","sell","limit",8.95001,939.95898,1.87992,105.02323225,0.00000,"","LAEION-5EMUR-CVUCVN,L24LOF-MHD3N-XBZLJ5"
"TXQ2NE-2ZFOA-5I4NWR","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:40.1795","sell","limit",8.95000,19866.99994,39.73400,2219.77653000,0.00000,"","LDT2FN-5FSUS-BWA7ZT,LNPQRX-ABO4S-U6MZTQ"
"T6K2IN-6R55N-WUNTJA","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:40.2166","sell","limit",8.92860,27.24116,0.05448,3.05100000,0.00000,"","LICNK2-WSQTA-OHVMKZ,L56V5M-RTT2Q-NXRSEP"
"TTCEUU-G7NQ3-LQFYPQ","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:43.5096","sell","limit",8.91350,39.21426,0.07843,4.39942368,0.00000,"","LSSHYB-2H32F-WECZRN,LGHCZK-5IXIQ-QRLSCL"
"TVY6FN-MBRNF-VX6NSC","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:43.5473","sell","limit",8.91001,891.00100,1.78200,100.00000000,0.00000,"","LYCKBW-F7ZGV-XIO4PB,L7WR3D-VMMLH-EW4D6O"
"TZF7VD-NFOD2-TLRSDM","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:43.5776","sell","limit",8.90000,831.95000,1.66390,93.47752786,0.00000,"","LG5I5F-VRH5B-YUM5CA,LSX5BE-KWRVA-BZYUOE"
"TK2VOF-2JGDA-P7YNVZ","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:56:56.9412","sell","limit",8.90000,282.68981,0.28269,31.76290000,0.00000,"","LNYIY6-EOEOY-KM642A,LF6FM3-SS5UR-TM6JQT"
"TA7UKW-TWR2U-G5S5OU","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:02.5725","sell","limit",8.90000,214.93500,0.21494,24.15000000,0.00000,"","LN336O-GRXHW-SO3T65,LGO25X-JR6MW-C6F3FM"
"TRLBF7-WOWRU-W6USN5","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:02.6102","sell","limit",8.90000,215.15015,0.21515,24.17417417,0.00000,"","L5G4CW-JBTUS-ECGM4Y,LVQXOD-IKQUK-SCIT2E"
"TFYJZK-J6TJ7-ABLBSC","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:05.1712","sell","limit",8.90000,215.15015,0.21515,24.17417417,0.00000,"","LTHIWP-HJ3CI-X6BYIR,LIY7QM-GJGVB-IZYQTM"
"TNXFKR-IODM2-T3F76L","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:11.7113","sell","limit",8.90000,1499.99995,1.50000,168.53932000,0.00000,"","LYBY4A-CMJHK-CRHPMT,LHO3XA-RDSOG-N3U6DR"
"TBDYBC-DYFPH-CNVHOI","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:29.0649","sell","limit",8.90000,89.05785,0.08906,10.00650000,0.00000,"","LA54BD-N4YFF-5GFES7,LWBXGB-M4FTH-XVWO2K"
"TI6MVJ-3GEPZ-SKOX26","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:57:54.9722","sell","limit",8.90000,445.00000,0.44500,50.00000000,0.00000,"","LBTF4I-A4ARQ-XFTTJH,LG6AM5-63XDK-ITTUYW"
"T6A6ZO-MO34X-BHQZHO","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:00.5838","sell","limit",8.90000,130.46028,0.13046,14.65845846,0.00000,"","LEZZPY-LWTY7-GSTLYE,LGMEGI-5O6ST-L3D3ZQ"
"TJRFKH-ZP6Y4-DPPEAA","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:00.8565","sell","limit",8.90000,17.01602,0.01702,1.91191191,0.00000,"","LPAHX5-ARUZJ-NSC5NM,LNO63X-WOWDG-7IOC23"
"TLD777-2TNSZ-YAHPTA","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:04.6535","sell","limit",8.90000,1148.10000,1.14810,129.00000000,0.00000,"","L2MM6C-OXLE5-RJ2V23,LNHUED-OZ4SP-U2RPMT"
"TPO4ZK-MKL6N-L7QMYE","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:17.9523","sell","limit",8.90000,457.36050,0.45736,51.38881972,0.00000,"","LWN56E-T6L2Q-55VYML,LXWZIC-ALLC7-SPXZ27"
"TBNIIV-ISJEI-5ZEFKE","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:23.7109","sell","limit",8.90000,89.00000,0.08900,10.00000000,0.00000,"","L65RL3-SK5VO-Q4DTWS,LQL5S5-XXZDN-32RNVR"
"TZYC4Y-VUBNL-5BH7D5","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:58:30.7538","sell","limit",8.90000,89.08909,0.08909,10.01001001,0.00000,"","LCT4KN-H6XAM-PCIHB2,LYXSMD-NO4NF-WAECIQ"
"TJJIZB-KY27K-FTPS54","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:59:11.5064","sell","limit",8.90000,430.32198,0.43032,48.35078402,0.00000,"","LW7QNE-KHSLI-6ZRDRR,L7FSJ5-3VRDG-H2E3O3"
"T6WG7Y-JH3SG-CTS4P4","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 15:59:56.791","sell","limit",8.90000,500.00000,0.50000,56.17977528,0.00000,"","LVVPST-RRCBC-5LASKK,LGGLSF-ICBD5-DTZMDL"
"TCG4GQ-TZ3QI-GHAZLO","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:00:27.7655","sell","limit",8.90000,890.00000,0.89000,100.00000000,0.00000,"","LIM2YI-CWY42-QPYQKI,LCPJYX-YWJQT-QS6RJY"
"TJDHM7-UUHJ5-R4GRA5","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:06:03.7209","sell","limit",8.90000,35.72994,0.03573,4.01460000,0.00000,"","LULZZZ-XRRAM-K6SR6Z,L2Q2IX-GBRVQ-4HGDOP"
"TONWLH-D4SPG-UF4OYE","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:06:05.684","sell","limit",8.90000,35.72994,0.03573,4.01460000,0.00000,"","LPOMHI-DZPMN-S5XKPU,LJG3HZ-JXC3M-SM35MK"
"TXKFI2-XYLGC-RM7S4G","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:09:41.9977","sell","limit",8.90000,1503.80260,1.50380,168.96658426,0.00000,"","LRHO3F-EXBEU-PILMKD,LONQCS-QEPPI-TOYBOW"
"TOSNKB-SSMR7-3CXRT2","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:10:26.2151","sell","limit",8.90000,334.36588,0.33437,37.56920000,0.00000,"","LUX7I2-OP3VS-G4ZBR2,LO6KLF-B6HIJ-JY7PBF"
"TMM2AP-JOT5G-LH26RO","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:10:26.264","sell","limit",8.90000,334.36588,0.33437,37.56920000,0.00000,"","LRJS57-J4YWB-TERWIS,LPRTN5-T6BZK-2HRBPH"
"TLEB5E-BCW3Z-NB4XGC","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:10:29.9615","sell","limit",8.90000,334.36588,0.33437,37.56920000,0.00000,"","LNVBAO-YBSXR-VDSB7I,L4MVKV-RXWLZ-HTUWS6"
"THN4TZ-ATMLD-VOHNVI","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:10:52.3982","sell","limit",8.90000,191.35000,0.19135,21.50000000,0.00000,"","LEPL4D-UD7FR-5GODR7,LVNZNQ-QHXEE-INAV3I"
"TRZ2QA-2YNLT-RFNLV2","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:01.5127","sell","limit",8.90000,476.00000,0.47600,53.48314606,0.00000,"","LUA4M4-A3NYE-ADTSXY,LLRCEH-KPSDB-FIYZLK"
"TDMUUU-QHVVD-KRGL6L","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:19.4031","sell","limit",8.90000,438.47055,0.43847,49.26635402,0.00000,"","LCBIC5-3OSVV-Q2UMX6,L7EVA6-FFIKQ-BEFG77"
"TIUYQZ-7NAAA-VI4UKF","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:19.4498","sell","limit",8.90000,126.22160,0.12622,14.18220200,0.00000,"","LH4NKO-XXOQR-J76V5H,L5PTGV-XUBX2-L7JVW3"
"TX3ELD-KY3XI-I7SKEM","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:22.4599","sell","limit",8.90000,9364.66900,9.36467,1052.21000000,0.00000,"","LDTXCY-EFIBM-D5BKZN,LSMMFE-Q2NUX-RXDG2M"
"TTOQEA-XPVSE-6UHE6S","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:29.0655","sell","limit",8.90000,4.49183,0.00449,0.50470000,0.00000,"","L4LCPL-SNRKE-XLHSHD,LM3WCS-LWRVY-GYKD6R"
"TLO5QZ-BXG3I-JCHFNX","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:29.1182","sell","limit",8.90000,34.44211,0.03444,3.86990000,0.00000,"","LVUZUC-PXSNW-45XCXR,LWT234-BS6UM-UBXCBQ"
"T6ANZO-6FWWB-4FRG7E","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:29.1539","sell","limit",8.90000,264.06122,0.26406,29.66980000,0.00000,"","LSSZHN-5OWEL-BO7DEW,L2U5OP-H2LEE-KLKUE6"
"TYDXDH-P4VAE-XP6ROF","OC64TB-JPM6G-4SBWDA","XETHZEUR","2016-03-07 16:11:31.7546","sell","limit",8.90000,418.71365,0.41871,47.04647714,0.00000,"","L5PUC7-TUMYX-BNVLDA,LISE5B-TUF5W-X4HNCD"
"TXLZO3-2T2OM-27ER4H","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:22.4335","sell","limit",0.030011,0.035713,0.000071,1.19000000,0.000000,"","LZR5QC-LR54L-V3SSYC,LURQNY-NKMWM-VAHBCX"
"TFZUIF-KQITF-B75UCX","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:25.3555","sell","limit",0.029600,0.009932,0.000010,0.33552464,0.000000,"","LMHCRG-IR3FA-EGHEJH,LROKL3-LOPYM-I4W4LB"
"TYJ7ZZ-IBO6A-3Z7W6O","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:25.4466","sell","limit",0.029600,0.030447,0.000030,1.02861500,0.000000,"","LDVZJG-S574B-CCAJK3,LETMIE-MY2AV-UBPYKN"
"TICKXC-UNO6X-SIFEQ3","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:25.5275","sell","limit",0.029600,3.572276,0.003572,120.68500000,0.000000,"","LC3AAX-6FKYB-33QGME,LSQF2G-5DSQV-MBYKIR"
"TB4JFE-ARSIS-AMZQWA","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:27.5929","sell","limit",0.029600,3.333589,0.003334,112.62126137,0.000000,"","L4PI4H-FLMEP-OPPOK6,LGXYK4-SA736-PRHX7I"
"TKO5NM-GNVJ4-YU7SIV","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:27.6979","sell","limit",0.029600,0.060406,0.000060,2.04075127,0.000000,"","LZSKPR-A2REX-QGJD3A,L35G3B-ZMIID-KBCRCW"
"TQZCJL-H4KBB-EUK7Y2","OKW2GZ-STMTD-UCVNVA","XETHXXBT","2016-03-12 03:34:31.4386","sell","limit",0.029600,7.758126,0.007758,262.09884772,0.000000,"","L7HVKW-3GHA5-AZOHYN,L565E3-CKPWG-4CPTHR"
"TFP3CB-43QP5-6M3HXW","OMHDIK-T6OY7-JQ5J2E","XETHXXBT","2016-03-12 03:47:06.3669","sell","limit",0.030460,0.304600,0.000609,10.00000000,0.000000,"","LWKLBM-AVR5M-JU3GAU,LWWYMD-NWJNX-HA22GE"
"TDBK4L-TOAYZ-2XWPVO","OMHDIK-T6OY7-JQ5J2E","XETHXXBT","2016-03-12 03:47:06.4402","sell","limit",0.030451,0.358104,0.000716,11.76000000,0.000000,"","L3HTBE-4RENH-5CB6CE,LVWLAQ-Y2ZOG-NI2ZYD"
"TE7JT3-D6TEX-K3EJ26","OMHDIK-T6OY7-JQ5J2E","XETHXXBT","2016-03-12 03:47:06.4965","sell","limit",0.030450,33.228258,0.066456,1091.24000000,0.000000,"","L3HMOW-EFRAI-CFFOK3,LARB62-RBY4M-Z7MVG5"
"TAQHTG-YJNBG-NSQ36N","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:40:56.9232","sell","limit",370.85100,255.21630,0.51043,0.68819095,0.00000,"","L5JDVD-H3OUH-GXXZFX,LGDY5N-3FBIC-PKBKCM"
"T5QEQU-RBEUK-5LKG67","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:41:25.5188","sell","limit",370.85100,1668.82950,1.66883,4.50000000,0.00000,"","LNEUFO-QYANH-JD2Y7D,L7AEQ2-RSK4B-7Q6LLQ"
"TSBOAG-TUS5V-62WJ4A","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:42:00.0434","sell","limit",370.85100,569.29337,0.56929,1.53510000,0.00000,"","L5VPXF-CJJQL-3SOKDS,L4H34K-3NZ5J-5YIUTS"
"TFLX75-PEW37-UPB5QK","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:42:01.1173","sell","limit",370.85100,249.21187,0.24921,0.67200000,0.00000,"","L7ZLV5-LWSU5-6WBM7K,LRHTF7-BT6MR-7MQ5WC"
"T4NLZH-YDA3D-GGEWJL","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:42:03.4206","sell","limit",370.85100,1483.40400,1.48340,4.00000000,0.00000,"","LPYKJ3-JHJTQ-IKNKLO,L5A26O-7KJN6-RDRE4F"
"TXHK25-OREAO-TPEB7I","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:42:39.8988","sell","limit",370.85100,48.21063,0.04821,0.13000000,0.00000,"","LZZO4S-CCD6A-OGTNMN,L4PHUA-MP4CA-TJ5XCY"
"TDZCJ6-IQT52-5Q77WP","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:43:15.1325","sell","limit",370.85100,484.51683,0.48452,1.30650000,0.00000,"","LZGCYQ-N75QB-N25HOU,LTDOBN-NIWQG-Z6PIB3"
"TYCF7R-CNFOJ-V7BTLK","OWMLLE-IQRHZ-X5DTE5","XXBTZEUR","2016-03-12 04:43:28.6378","sell","limit",370.85100,1082.22074,1.08222,2.91820905,0.00000,"","LEHHFQ-XNLNI-DM3BP6,LRIKM6-ZTQ6C-O36ETG"
"T65SI2-JLOT6-O5KS7K","OUWD3M-SCBVY-SGCA33","XXBTZEUR","2016-03-12 05:46:09.1474","sell","limit",368.60000,5.00000,0.01000,0.01356483,0.00000,"","LCETAH-IUNH4-VSAFWM,LPRJEW-B4TRA-NTVECZ"
"TFDFQX-AVVVZ-DFLDCW","OUWD3M-SCBVY-SGCA33","XXBTZEUR","2016-03-12 05:46:09.3987","sell","limit",368.58000,5634.27427,11.26855,15.28643517,0.00000,"","LJJGKH-5MEH3-DW27X5,LCWSHO-XBEEA-CUGLX3"
"TFVPIM-2ALYV-ALCM7U","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:24.1019","sell","limit",369.08700,4204.63910,8.40928,11.39200000,0.00000,"","LYC26K-RIGL4-MQA52T,LRBNVK-PC4KJ-RFUIQG"
"TC3B5U-GMYBC-PBASZS","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:24.4371","sell","limit",369.00000,1801.01485,3.60203,4.88079903,0.00000,"","LSJ6DP-YPTXD-TI4EDM,LRDCEC-HIUF4-GWZSO4"
"TO4TLF-V4P67-4THVY5","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:24.7696","sell","limit",368.91100,3.68911,0.00738,0.01000000,0.00000,"","LOGB5E-QSZN4-BBY2PC,LU3VTV-4MZWB-ATC5C3"
"TQ2SF6-2CZRX-PDRRQE","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:25.0945","sell","limit",368.88400,572.93587,1.14587,1.55316000,0.00000,"","L4U2U3-I24SM-K5OKG2,LWDXGN-ZFKNO-7SK3UI"
"TIRCTP-OAX6U-LKPCLF","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:25.3178","sell","limit",368.86100,3269.38552,6.53877,8.86346216,0.00000,"","LL2FAV-NHPLT-OB5GCG,LRTBMI-V35T5-7EF4DE"
"T3MCWT-FNZ3C-2IJEJP","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:26.6247","sell","limit",368.81100,3.68811,0.00738,0.01000000,0.00000,"","LK5J5N-RLQ7G-ZRNCTT,LCFCFL-E7WW2-QG5CIJ"
"TXSYFT-5UO6N-ANJNJO","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:26.9847","sell","limit",368.80000,10.00000,0.02000,0.02711496,0.00000,"","LSNNTS-AFMBQ-QDBOZ7,LZ242N-VZS4W-4VMKBS"
"T2QE6H-SUVVF-VUZEMF","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:27.2237","sell","limit",368.71400,3.88071,0.00776,0.01052500,0.00000,"","LKZWOA-4UVPM-JNCNIV,LPJPEF-JVJF7-TV36AU"
"TZ5BPU-ZPLI3-5RNKSW","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:27.5285","sell","limit",368.71100,3.68711,0.00737,0.01000000,0.00000,"","LWQSOU-EJZNQ-Z3TUWK,LMXSOD-FR6WF-244VIF"
"T47WEI-W3INH-5Q2XPO","ODYVJE-ERCS4-5YYEAN","XXBTZEUR","2016-03-12 07:37:27.7763","sell","limit",368.64500,3038.71819,6.07744,8.24293885,0.00000,"","LQHHUL-D742M-722YN5,LXW2DN-XILPC-BAO7TO"
"TQMCH6-5C26X-VJWW4Z","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:43:18.8105","sell","limit",369.50000,369.50000,0.36950,1.00000000,0.00000,"","LKWQK7-47OOU-XPQZFV,LV2QPA-4I4GF-5EKV7R"
"TXP4CL-DT5QW-ATRTDM","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:43:45.2207","sell","limit",369.50000,290.65609,0.29066,0.78662000,0.00000,"","LCOHFM-UPI6E-ZIWYTU,LJE6RA-QL2MM-AZEZK2"
"TSI42G-4ML7L-AVL64F","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:47:49.3734","sell","limit",369.50000,36.95000,0.03695,0.10000000,0.00000,"","LH4QUA-VL3NK-TERVON,LPQQU7-BA3PJ-ICV7MS"
"TXVGTY-EWC4O-YBBOCN","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:47:54.6176","sell","limit",369.50000,73.90000,0.07390,0.20000000,0.00000,"","L3ZCUA-NHVON-XFYOD6,LZIAY5-ZLQPS-G67WUF"
"TBY3CY-5LZFD-DC3XMM","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:48:01.9914","sell","limit",369.50000,73.90000,0.07390,0.20000000,0.00000,"","LN4MF6-BHUYY-FHE4EO,LAQCCD-7LUUB-TAHCJE"
"TLFRAF-NBIOM-LGSI4Q","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:48:11.1567","sell","limit",369.50000,73.90000,0.07390,0.20000000,0.00000,"","LX5ICP-ZT4WF-VSXYFO,LMN622-3WPWO-IXYIBL"
"TLTUC6-246FZ-IZXLFH","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:48:41.5903","sell","limit",369.50000,65.12276,0.06512,0.17624563,0.00000,"","LYSMXK-YOLI5-GXWBL6,LAPQEL-OXKZN-6F6BQY"
"T3Q7C4-UZIS5-47NCQL","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:49:02.4612","sell","limit",369.50000,36.95000,0.03695,0.10000000,0.00000,"","LSTMEV-STHOW-Q4RH3B,LXTWUM-M3NKY-CZAYLS"
"TA677H-35WK4-QRN6RH","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:50:15.4101","sell","limit",369.50000,36.95000,0.03695,0.10000000,0.00000,"","LFRYVG-RSOX4-ZNOXV5,L5UHC4-GK64T-6UQZ2Z"
"TZ3VOR-WYB5B-DDH7OH","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:50:50.6051","sell","limit",369.50000,27.71250,0.02771,0.07500000,0.00000,"","L55WK7-DX3LK-RRHRZW,LXKEV6-46CK6-GFPS5V"
"TCRX5A-WNDFM-MOMD5C","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:51:09.5385","sell","limit",369.50000,53.85300,0.05385,0.14574559,0.00000,"","LH3LYX-FOXAJ-SCO4BR,LWYDPK-6AK3N-Z4ZEEG"
"TVXVWP-P743T-5ASPQ6","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:51:12.2774","sell","limit",369.50000,347.33000,0.34733,0.94000000,0.00000,"","LX6TP7-RR456-NQJD25,L4AIHM-JO3KQ-3N3MWQ"
"TNZUQ4-GLWKX-FQVQVU","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:51:35.034","sell","limit",369.50000,4.39146,0.00439,0.01188486,0.00000,"","LKXWNT-UURQL-NHCQUP,LK7MRS-OAAKP-HPDPKT"
"TXSL4E-IFF5H-37R3X3","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:51:53.186","sell","limit",369.50000,73.90000,0.07390,0.20000000,0.00000,"","LNAAKA-BSUNW-VANUDE,LYFCVQ-BDNFD-5CWYEH"
"TP6QGJ-R4DWL-JL4OWN","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:59:53.0657","sell","limit",369.50000,57.83480,0.05783,0.15652178,0.00000,"","L2HINW-6GCPZ-ZP7OOT,LPOEAQ-ZVFV3-4KZSJ3"
"TBAOQL-ENDHT-PIP4TT","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 07:59:55.0992","sell","limit",369.50000,6.09675,0.00610,0.01650000,0.00000,"","LLX5EX-VGNZU-RZFZTV,LTC26O-J72UN-PFSJQS"
"TPA34Y-DARM5-TAGL2B","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:00:00.06","sell","limit",369.50000,3768.90000,3.76890,10.20000000,0.00000,"","LZUJXX-WOQX6-EBAGDV,LWP7AH-SLA3E-YGH3CJ"
"T4GFJO-W6VDF-M7X6AE","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:01:24.3688","sell","limit",369.50000,1540.27628,1.54028,4.16854202,0.00000,"","LOLGRQ-U35XU-EKXIOT,LU5X66-5MJUS-7JC6EW"
"TAADN4-PQCRA-YWGIOE","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:01:30.6773","sell","limit",369.50000,1360.57290,1.36057,3.68220000,0.00000,"","L4B22I-677T7-V22HMY,LWMO2W-6OBN4-7OZEZE"
"T7PXCH-6JVFP-UOJ2FD","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:01:51.7243","sell","limit",369.50000,304.14618,0.30415,0.82312903,0.00000,"","LENFGO-JPARA-EUQW7L,LEF27L-RBAL2-5VW2RC"
"TWUEHW-PWHWP-WY5CNW","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:02:47.0632","sell","limit",369.50000,27.93420,0.02793,0.07560000,0.00000,"","L262OG-6OC6A-4OSNEK,LOGTDM-Q5UTN-CMIO2I"
"TGGI75-UEXT6-YFO4R3","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:09:42.3766","sell","limit",369.50000,1647.22211,1.64722,4.45797593,0.00000,"","L67F4E-CW2DR-4MFRJY,LQ4N3Y-KH2LW-IBPXXT"
"TVZ27R-75GCX-WNN66R","OXPVGM-YUISA-5IDL75","XXBTZEUR","2016-03-12 08:09:54.8451","sell","limit",369.50000,68.00099,0.06800,0.18403516,0.00000,"","LHVERN-UERKB-OFVG7K,LGRC2G-HVL37-NDZCCJ"
"TOM54A-X5GXA-EGDT4Z","OFDNDA-SVUKU-QXZ7WV","XXBTZEUR","2016-03-14 01:13:46.2058","buy","limit",369.29900,1750.47726,3.50095,4.74000000,1166.98484,"closing","LF7TUL-WG2SW-DPIHAN"
"TYOSPI-BGOOT-L27XNS","OFDNDA-SVUKU-QXZ7WV","XXBTZEUR","2016-03-14 01:13:46.3113","buy","limit",369.30000,917.34117,1.83468,2.48400000,611.56078,"closing","L3STRF-VQEPX-MKXT6Y"
