"txid","ordertxid","pair","time","type","ordertype","price","cost","fee","vol","margin","misc","ledgers"
"TK6W56-WZKAO-ZLMB2Q","O6J4E4-6HXGI-Y2MVPJ","XETHZEUR","2016-06-17 11:14:24.0242","sell","limit",15.20000,21143.20000,25.37184,1391.00000000,0.00000,"","L2M4TP-Z2WQT-5RDRED,LURDPB-2NGRT-PJUV36"
"TQOSBX-TB463-7I5Q3F","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.8273","sell","limit",0.023500,0.113385,0.000136,4.82488344,0.037795,"closing","LWE6SY-TW6QF-2ILCNH"
"TM7PC6-43C23-ZGRRUR","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.8475","sell","limit",0.023500,0.056400,0.000068,2.40000000,0.018800,"closing","LCG24G-DX7HZ-IMLVBQ"
"TAWJ3G-UMLK5-YOC5SC","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.869","sell","limit",0.023500,1.554842,0.001866,66.16348938,0.518281,"closing","L65OJB-NHZGY-LUQBN7"
"T4SH7A-DIGHB-KZCJHV","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.8913","sell","limit",0.023500,0.225518,0.000270,9.59651062,0.075173,"closing","L3Y6UK-U25IS-OGXLJQ"
"TW5GAN-HRSSU-FCOTLZ","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.9131","sell","limit",0.023500,1.007977,0.001210,42.89265685,0.335992,"closing","L6JNU7-H6K6Z-ZRZYUK"
"TJEXCI-GPJRT-BFBVUD","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:31.9484","sell","limit",0.023500,2.028922,0.002435,86.33710000,0.676307,"closing","LQIRUW-IXDB5-367NIN"
"TAUU5Y-6LI5U-V6SELO","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:33.1088","sell","limit",0.023500,1.935743,0.002323,82.37204800,0.645248,"closing","LKCMIP-3YFJV-6QIZHC"
"TXUSSS-4QCKH-IM6GND","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:34.2115","sell","limit",0.023500,3.983861,0.004781,169.52600000,1.327954,"closing","LOK3LT-LNQ4K-RLEQW7"
"TVKHKD-DSIFE-XN66BE","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:35.0853","sell","limit",0.023500,0.017320,0.000021,0.73702924,0.005773,"closing","LEBMXE-KY74X-ANGICZ"
"TZRTZM-PH3EH-VTD6TR","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:35.208","sell","limit",0.023500,0.193313,0.000232,8.22609132,0.064438,"closing","LSQZ2N-2PPZK-TNG2FQ"
"T6ZFXB-YBHPE-HDTDHM","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:36.1229","sell","limit",0.023500,2.023328,0.002428,86.09907459,0.674443,"closing","LNKJYU-67G53-4NFPVT"
"TU3NOS-EUJGG-575322","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:36.1424","sell","limit",0.023500,2.257462,0.002709,96.06220000,0.752487,"closing","LON5JR-CE7UT-PJV2D7"
"T7M7TT-SMX2Q-2ZVCG5","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:36.1586","sell","limit",0.023500,1.594210,0.001913,67.83872541,0.531403,"closing","LX6VK2-D6FMV-QXJYFV"
"TFRFIF-JL6XH-HKSB5U","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:51.9499","sell","limit",0.023500,0.755790,0.000907,32.16127459,0.251930,"closing","LGXKMA-F3GFT-WGCV2T"
"TDBPI3-3BSX2-BQ2KI7","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:51.9722","sell","limit",0.023500,0.095578,0.000115,4.06716068,0.031859,"closing","L7DAG4-T346V-DJLNJ3"
"TEGWHR-2L3WK-NXQMHW","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.5732","sell","limit",0.023500,0.155619,0.000187,6.62209655,0.051873,"closing","LPUHTO-ODOLC-3MTMF3"
"T22VBR-F4Y2O-SZEUKI","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.5974","sell","limit",0.023500,0.914122,0.001097,38.89880204,0.304707,"closing","LDPBPF-STZMF-KAY462"
"TW6RHX-UOWZK-LKNG7O","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.6214","sell","limit",0.023500,1.975056,0.002370,84.04494494,0.658352,"closing","LKT5YV-FBGNN-WOQHCR"
"TSD74C-KLGDD-5IZAIG","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.6453","sell","limit",0.023500,0.033601,0.000040,1.42982983,0.011200,"closing","L7WISJ-ODUFE-MPBUSC"
"T7X2XG-OOU3F-LAEABQ","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.6697","sell","limit",0.023500,0.257616,0.000309,10.96236236,0.085872,"closing","LYI6SC-B6WSS-RMQC7S"
"TS52E4-C532O-OMXVGR","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.6939","sell","limit",0.023500,1.162093,0.001395,49.45075075,0.387364,"closing","L6KBPC-RTCGZ-2F26KM"
"TQFDXM-IPJRL-6SECYG","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.7182","sell","limit",0.023500,4.323981,0.005188,183.99919920,1.441327,"closing","LS7FH5-5IJMS-BH74LL"
"TNZG2S-JP5T2-TL57VT","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.7425","sell","limit",0.023500,0.563998,0.000677,23.99989990,0.187999,"closing","LNW7XJ-J7KZK-PM57BR"
"TDYETR-AHOWJ-7BIUR6","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.7667","sell","limit",0.023500,0.073562,0.000088,3.13033033,0.024521,"closing","L3BITA-CC4FH-YCJ23B"
"TTG3UO-CT3B6-FXUBDI","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:52.7907","sell","limit",0.023500,2.105706,0.002527,89.60449348,0.701902,"closing","LMDUCM-TA75T-VWEROT"
"T527JV-FIFNW-FETM5E","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:28:59.9314","sell","limit",0.023500,4.251150,0.004251,180.90000000,1.417050,"closing","LTK6TA-N4HLU-NDND73"
"TAM2QB-LOUZA-RGRZHY","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:29:00.1288","sell","limit",0.023500,0.235000,0.000235,10.00000000,0.078333,"closing","LQSUD4-TFHWC-LPFIAY"
"TZ55ME-FITVA-BE4XYE","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:29:03.619","sell","limit",0.023500,0.987000,0.000987,42.00000000,0.329000,"closing","LAT2OD-5AZE5-HH4FFQ"
"TMQCL2-MPC2C-T2MYTI","OZ6MSS-NDFPO-3IVMFW","XETHXXBT","2016-06-17 11:29:10.7757","sell","limit",0.023500,0.367847,0.000368,15.65304650,0.122616,"closing","L46P5I-XMDMP-BYKZJR"
"TIAC3K-255NG-3PNV3M","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:06.5928","sell","limit",672.40000,3481.82370,8.00819,5.17820300,1160.60790,"","L2DDPU-A7TOV-NLQKXN,LVVI42-OW4XY-WBKFYB,LVCFG3-SU3N7-QVUK4R,LPWDJG-YPA4Q-445XDR,LY7M34-D53A6-2XEF6G,L5BZLO-ZUMAO-EKCTES,LIV7YF-CE4RF-KECMYF,LA63C3-D5CYX-JSXW24,L5DWAA-BMADA-ZNADTM,LZZAON-NJNAL-ZKG5KY,LNERVF-WANYN-TLH7FM,L2GCT3-RME5X-54VG2C,LV4XEI-YN7Y6-ZCCF44,LUH6O6-2P7PN-CHXXMG,L3FA4Z-F6SSH-IALYAN,LQNEA6-XF4KJ-VXZ4V5,LH3O4T-EWKEO-4WKZYF,L6RCTO-6NANE-CCAQ7K,LYPOX6-64NF7-DNGSML,L5NICH-TCLJV-YOTATD,LMQT5I-2NM34-XKVKGJ,LCTYWL-D23LU-SQQWFW,LXCDZQ-LYWW7-2JM454,LLAORH-ZJE4E-PVLBOP,LOCX44-XG2D5-ZKE6CE"
"TC7SNP-Y5XZ3-S544MB","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:06.6922","sell","limit",672.10800,268.84320,0.61834,0.40000000,89.61440,"","LBZ3XX-62MNV-LVA3FS,LI44JM-XMKCY-P5DLEE,L6DE7J-LVMHY-T6RZ2N,LYWX4K-2W2CK-GAXK3H,L32UD3-XICZY-ZWTDR3,L6KSZL-KIOIG-53ABES,LYDXY6-SPNNS-XZSC56,LG54FH-K4LFD-KZ646E,LOROLG-EWW5R-ZHS25B,LJP7Y7-AMXDQ-EQUK57,L27DAR-LLM7G-FB3O5P,LM5ZV2-T6S6V-6Z4HLX,LDXEK3-XML7R-5UXUPP,LYMEMQ-4PAE4-MZ2CPD,LKQBSD-3L774-DARE25,LX6DVV-ZDD4X-XCA7XZ,LVT6AM-6OWVS-WHTWNT,L6FBSZ-DCNLI-7M2RRK,LQF5UP-4L47C-666MKV,LECF72-W74NC-XXHVEI,LT6S6M-SMEIW-ECXGWR,LAYRWH-KJGDF-MA23RY,L57MRF-HI32Q-LAEVFJ,L74P4T-H7APT-GJX7PW,LCFVFK-3MXKB-LZ4OJ2"
"TX43QW-KJYO5-LMC6UO","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:06.7639","sell","limit",672.01000,3517.30034,8.08979,5.23400000,1172.43345,"","LMYGZ7-NPJ2K-LRNDEK,L6MQXJ-ZCNGO-VH64C2,LA3EW5-XKX4J-DZWUM7,LDIMDL-NJX4T-WJRSY7,LVEHK4-KPYO6-EAT46K,LXRBD6-SRCKP-2IMJSJ,LZ7YSZ-F3XUY-6ZRZHM,LZ5SRS-ICDTK-G63CDR,LMEFXX-ZRVVH-TDQ2WA,LDUNCO-ARLFU-FMHVSW,LW5O3T-FKRDH-OSDYTM,L73CET-3DWBH-SFFOTR,L6NYMZ-WDNBE-SH55LP,LQFHSX-GTCAQ-32VXLQ,LALVL3-HW6NL-V4XKPV,LYNB2C-OV65X-L34VZJ,LGDTG7-FRTZK-LGO7NY,LJXP2W-4L63T-LU5SM7,LFWIMP-A7PPN-DSIJNQ,LURGH6-OUODH-AFOK47,LNERBD-KBCEM-CRICTD,L6ZRMI-ZNORG-UAY62S,L32VXE-ULRA6-DSL4RK,LR5SQM-444WW-HJX5M5,LZYAKU-DMJKJ-SC4AEE"
"T2UIXE-ZUFQD-V4Z635","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:06.8354","sell","limit",671.99700,14126.04894,32.48991,21.02100000,4708.68298,"","LVFLTJ-CM44G-YZ6TD3,LFOUY6-O5EWI-UKBU3D,LHYBXM-TSCVQ-ULBMSK,LQAKN3-6FA77-BU25SK,LCQVFO-O6CB5-DNLRJE,L7R2DP-NLBZN-JIUSYG,LO6TND-GZXKP-HRAFNC,LKQSYA-RYIQU-XN4Z2U,LAUPSW-IPKQ6-L35LFX,LSJAG5-YXIHV-YCJF7Z,LYE2L3-7N4WS-FI34ZV,LA4A3R-YVWBC-3X6W5X,LBJYOH-HY5BB-7J5KP6,LNSEIW-GRSKC-VHSMPO,LUQ22D-37BYP-VJZUO4,LY556G-HLYR2-UAGOPH,LTCSMR-J7NPM-WTYW7W,LN3DVI-MQSFB-AEYXBQ,L32LZD-MGHRZ-KLHVGD,LASCP4-IGAWD-IAVVK4,LZ4CTY-A5GIA-5SWUSR,LHY4CC-HXLES-NNB2KT,L6ENQL-LWUT3-EXBSX5,L4YIAR-7XUHD-LW24Z5,L3PZGM-EGRJF-F7QDGA"
"TBMONM-MJIZG-5UYDDR","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:09.0576","sell","limit",671.90000,268.76000,0.29564,0.40000000,89.58667,"","LCCVP5-7PDSH-VTPDYT,LQPIOP-3DMAW-JXPJCX,L3OYU3-FX6XJ-C7DZV2,LJOCRE-ZVIBD-2GC2SZ,L2RRW7-2ZJ47-PNUKXW,LI5YWM-JPJII-BOQAXS,LGJUAO-US5G7-F4LLT7,LQRRUX-GGC3O-IKUB5U,LIVOZW-2AKXB-T2SQTB,LTPZ4I-PPHJU-RN3GKE,LFZSCA-4D4OB-D66JAN,L2KCS6-LMBRM-OVGLKN,LIBCQJ-ERTR6-U4IE7G,L5HLJZ-MF62D-LZUDRQ,LMI2PU-HPDWT-KVPQ6U,LUXD62-YU4IK-UW3R4N,LPTLYB-MRK7M-LMLBZI,LA5X3O-UA336-VGP4ZV,LLRPPO-7BNMP-HTCGMJ,LX3TY2-D5H2F-XFRWFC,LOTSCO-JAOS3-T62VEY,LV3C7Y-WBK4B-BTLG3F,LQVNXE-MNUAU-JTG4JM,LEYXU3-JIBSN-VBHSNO,LFISF6-BVO5U-37AV4V"
"TQMFHI-HBZEQ-V4W4JW","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:10.8736","sell","limit",671.90000,3506.64610,3.85731,5.21900000,1168.88203,"","LYT4SX-KCYAY-IMF4JM,LZSGNN-OH345-CWANOR,LDZIVS-ERDP3-RMVN2D,LR6OAD-ACYQZ-3JN7NO,LQ2HIU-5AKUP-3NRPDJ,LFVTYA-74CPD-4QXF7W,LNKFIR-I2CHG-HJHZTS,LZECOP-JFYOX-SW75RI,LVZRW4-CXASD-Q5HGMW,LAZE4H-KDN6T-PSKPD4,LBOMPP-C6AVJ-WCIZD2,LFNASR-KLE3A-S7FWPL,LFPUYL-SWHFQ-P3VSMI,L5WZSW-5MVXL-VMXJSI,LSRXWZ-B4XYI-64DQFE,LJVWDI-7F5UJ-OOPWID,LVM3CG-LURVX-BDAHQ6,LBEAXK-UUXUC-TVXOGQ,LMCPSG-X64Q2-FYU3SU,LB6JRD-DQ7XO-W3NOSY,LDOO65-NZMFC-L4SALE,LGFCJR-4KCAH-GTZE3I,LBI6NP-OJX7S-V2O2MS,LP2O6R-BFMQP-YMQBG6,L6ACHN-ZZO7K-XZK36D"
"TK4KGJ-EREIU-MOFVLX","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:12.6001","sell","limit",671.90000,795.66938,0.87524,1.18420804,265.22313,"","L5D2WD-UEEU7-4FISGU,LT6W2F-LZSXB-MMNV2X,LTZTJO-MCK34-OVHMLN,L3MDFA-UOHJG-MZMVHU,LWLEGG-MCE76-UWOTZW,L7KVWW-HVM2O-RF7GBR,LA7KKQ-KATBS-FDNZAB,LKZBQP-2PL7X-ZDY76N,LY2A63-5JJJV-XXVJSH,LIIXWC-DPTAZ-I7ZUGN,L3R42U-DXN7G-JJB5YN,LT56A4-LFM5K-ODDS4D,LPQF2K-66HIP-VICFQJ,LK7RP2-N3GLO-FECLJJ,LO3DDY-4SGSM-VASJRR,LV2KVT-I4CFF-UCKPPU,LDGULP-DXBL6-7XKDAS,LQ56F2-35VIR-QRROKN,LKRHJI-H5QQH-UUBXDH,LRHXBA-24RZU-OXN66P,LLKJXS-FG6PK-YATURF,LFAK2I-PK2SO-DEUDEC,LOJIZ5-7JEY5-OSW5KV,L5NSTY-GLZQY-EJX73N,L3FOZA-2OUM7-TULXHG"
"TDWPSE-57CIA-I3FFJM","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:01:17.8567","sell","limit",671.90000,13849.20280,15.23412,20.61200000,4616.40093,"","LLQ5KK-GKKR7-4A2VUI,LCOZ32-O3GWZ-YU4EHH,LPNURI-EKGUO-ULTXQA,LPPTSD-OHOBE-X5B4WX,LHWFFB-4OXCC-SKF2H3,LFKDRC-AL64M-HK4WFK,LUAGTN-DQDLM-N2CMKV,LWDZZH-IHAAD-T4OKIJ,LV7OLE-6WFUD-IXKSZJ,LQ5AEJ-427UO-VE5E4E,L6OU4U-KS5DK-SBUZHH,LMDBPX-ILEGW-7H3AXD,LDVTXM-4UX6M-KX6LKG,LHCSWL-HRVYX-ANYQRJ,LD5TXR-ZM4OD-55MMZE,L3LZCL-AYTQH-IIXFRA,LBWW4U-Q5ORP-SONBPG,LLIKXG-F2WJW-WVGXXA,L2W3UD-ZERCX-35PXRN,LETBOG-U5LUW-M26XAM,LKXHM3-SIJTO-NHJ7NP,LAPLTV-QKP7P-YZRI32,L3EKO7-QOP6G-IVAPX6,L2V5R5-CEMFN-OGMRUD,LFJYZR-SKQVG-ZMNFDJ,LQ26QB-2B5SP-43374L,LQR566-PKXYT-IJUMPO,LUGGHS-DM5TN-ZSIUWF,LSMHT4-M5E3I-KBEPYR,LL54QL-EDGOG-VBLL3H,L6FVVE-ZP2MR-JO5ALA"
"TY27F3-72PD4-H5TB3I","OPDWIH-LFOIH-W7W6OR","XXBTZEUR","2016-06-20 03:03:20.9445","sell","limit",671.90000,504.99262,0.55549,0.75158896,168.33087,"","L4WTPZ-B7G5G-7Y4KKX,LFODN5-KPSPY-ZK2DCJ,L4E4UZ-YZZQN-CH7YPU,LMHULB-VM2GO-S75LBI,L2G5EH-4VS4N-7SDYUW,L7HBNP-52ZLS-EOP2HP,LCNFQJ-XVLPY-JNUHH2,L2IFDG-TWQIZ-YKF5ZE,L3B4RN-S37G4-7GZPAK,LZVOTW-3Z2YE-XFYJ23,L7YYMT-I23QO-S3TJYV,L6LJNH-FCWDU-O375FJ,LYTVSI-NIYF3-MDH4CY,LYY5BT-M7L65-E3IZ3N,LYWQM6-ZLB7K-CRWKHR,LGTPOO-NBUQV-HXJDLF,LXDKUW-I4E4X-7UFBPQ,LLUPM7-QVGOV-5IEKWT,L2J6LJ-PTVAL-FDGTHK,LRE5HQ-BFELW-NFY33J,LJNTEL-RNPIX-AN2I4G,LFK5LH-VIVZ3-QEVVYU,L6YAHR-DC2P2-3M4KBV,LYBZZZ-DESSR-DJ2FE2,LC3GLH-VH3XA-VEKCRE,LPMM63-PLAHX-7ZGUXD,LS4EGA-SNTWX-3OR7Z4,LFR6WA-BCEVU-UNZAU4,LFLBWH-H6NCX-CJF6KM,LW67YU-BQUBU-I74DXD,L5ZGG6-CNWDG-MXNCZE"
"TV7KPS-UVCL7-GEQ5A3","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:11.5971","sell","limit",652.77400,65.27740,0.13055,0.10000000,0.00000,"","LEGBSZ-CWNFX-CGHBFB,LNZQDT-NKAZF-HI67KG"
"T3HLYQ-CI3MA-OWHOVZ","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:11.7068","sell","limit",652.36500,15.00000,0.03000,0.02299326,0.00000,"","L6LAPZ-2UYCF-EVDSN4,LTLAKV-KRRV2-K2I3PU"
"TKLIKQ-4GUII-RGCLK5","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:11.79","sell","limit",652.30000,9.99999,0.02000,0.01533036,0.00000,"","LEL5PI-345AY-V2ISBP,L2S6CA-2A73K-RHMPMA"
"T3KSSL-JERBD-LH4AA4","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:11.8663","sell","limit",652.27100,948.38247,1.89676,1.45397000,0.00000,"","LCERUF-YHF33-PC4H3M,LFEF7R-F2A3K-W4QXSF"
"TVQ7QR-4G4ZI-FJSCAT","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:11.9432","sell","limit",652.27000,19568.10000,39.13620,30.00000000,0.00000,"","L2WKGE-AS2QT-OPS5CO,LU7SOG-I4FYP-EM6QRV"
"TJOASJ-NRJQF-ZKVNNP","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:12.2843","sell","limit",652.21100,13.04422,0.02609,0.02000000,0.00000,"","LLMV36-7INQG-I7NFGW,LRBYQ7-KNN3G-JJ6W2C"
"TISUF3-FWFTK-HQTK7L","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:12.4455","sell","limit",652.11100,13.04222,0.02608,0.02000000,0.00000,"","LLMLD3-7HECP-SQ3CK5,LYZ6YQ-PN4M6-MJYXLE"
"TM5EZK-CW2P7-PJDNPB","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:12.5395","sell","limit",652.01100,13.04022,0.02608,0.02000000,0.00000,"","L3WCRZ-KJI3F-3IDDRI,LZTMNK-7O2CT-DPR2LG"
"TVJAZS-H3KIE-MO5EIK","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:12.6318","sell","limit",652.00000,6.52000,0.01304,0.01000000,0.00000,"","LVSGOF-3234R-7JK4AC,LTO4RH-64FQA-QPZYU2"
"TR6EOE-VE266-J56YCT","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:12.7072","sell","limit",651.91100,13.03822,0.02608,0.02000000,0.00000,"","L5TFOI-CXMXH-QEQLRT,LDKZ3J-77RUJ-2NJFWF"
"TSCGLD-2WAO6-6TDWMU","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:13.5192","sell","limit",651.81100,13.03622,0.02607,0.02000000,0.00000,"","L7JNRF-34DJT-QZRACL,LYHNFP-JJ3GG-CQJ3LW"
"TZRRCX-74FDH-YEIOJY","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:13.681","sell","limit",651.71100,13.03422,0.02607,0.02000000,0.00000,"","L4DRUE-NAUQM-BDKBN7,LYMF7O-5O3JO-JGVK2N"
"T6VPFP-NT2UV-7FQKBU","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:13.7772","sell","limit",651.70000,651.70000,1.30340,1.00000000,0.00000,"","LGOD7E-2ZZ3T-4VFUH6,LZ7GHP-MJ3GC-T33AZK"
"TXKA5A-UVLB2-R6VP6U","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:13.8489","sell","limit",651.61100,13.03222,0.02606,0.02000000,0.00000,"","L7SF6C-T7EM2-SRTXYH,LHKKQN-2E5MB-ERTFTO"
"TGJYKQ-LN5MV-HBC5EB","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:13.9419","sell","limit",651.51100,13.03022,0.02606,0.02000000,0.00000,"","LLLPUZ-FAB5Z-2T6QBX,LHBVVL-ENIAM-7CKEEM"
"TW3LFN-V7LK2-6BSE57","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:14.8459","sell","limit",651.41100,13.02822,0.02606,0.02000000,0.00000,"","L4X4NM-UF5LP-THKZHP,LHFB4Z-5ABCT-74R7O6"
"TZYWKK-KUFCV-WNADA7","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:14.9887","sell","limit",651.31100,13.02622,0.02605,0.02000000,0.00000,"","L6OWMY-UMB4K-DLHUTD,LJNGY6-4A3VD-P5C3JU"
"T5T7DI-32UTX-SVV2IN","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:15.0809","sell","limit",651.21100,13.02422,0.02605,0.02000000,0.00000,"","L7SEZB-J5VFX-7KZRQI,LGOJWL-3RQVC-P5DR4O"
"TSCNBT-PQXMX-47LS4N","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:15.1725","sell","limit",651.11100,13.02222,0.02604,0.02000000,0.00000,"","L2N7RQ-OQLZT-XS62SX,LA72AM-5BBDL-CGPZCE"
"TOHBU4-ORIYF-OQROU7","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:15.2641","sell","limit",651.01100,13.02022,0.02604,0.02000000,0.00000,"","L6LQ3C-R2PZU-5FEXDW,LYXKD3-6EK6G-C35YRP"
"TFKNPQ-QGG6M-LJJ2WK","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:20.0927","sell","limit",651.00000,5229.48300,5.22948,8.03300000,0.00000,"","LV3AEZ-YXNZF-RC5KSE,LR452J-JTX6D-Z3ORLQ"
"TINVHT-SPLUN-JRGT6B","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:23.6118","sell","limit",651.00000,835.94910,0.83595,1.28410000,0.00000,"","LRMJQB-IH5ZA-G7HEQI,LWIRMY-SYBDT-DKZP27"
"TJBWUR-Y6OFS-ZCC6QM","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:27.6339","sell","limit",651.00000,134.23000,0.13423,0.20619047,0.00000,"","LT5RXX-5XVCC-7TDN43,LMWGTQ-XAP22-FXDAHF"
"T4OPHT-IPSFY-SVOLYN","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:29.8826","sell","limit",651.00000,429.59490,0.42959,0.65990000,0.00000,"","LZANZ5-3XSYL-XRLT4E,LMER7R-AIXWD-M3ZGF6"
"TA7OGI-HC3CM-J6RFAX","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:34.0058","sell","limit",651.00000,51.16860,0.05117,0.07860000,0.00000,"","LBO6HJ-LZEQF-LXX44U,LWMNQB-T5IZE-7JVFGO"
"T633HD-Q4MWQ-JDFZ4V","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:41.0331","sell","limit",651.00000,239.24990,0.23925,0.36751137,0.00000,"","LQ5PZ7-AZFTA-YSKN55,L2TQCY-SPPCS-WCW4J4"
"T3ZGNP-C55UC-NFCUHN","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:52.9699","sell","limit",651.00000,325.50000,0.32550,0.50000000,0.00000,"","LFZT67-YHB4U-WURVYQ,LES7ST-JWPL6-YXASR7"
"TKPLQM-LIMEI-GQCLKJ","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:53.6712","sell","limit",651.00000,344.37900,0.34438,0.52900000,0.00000,"","LE2CT2-7PTPS-X6BEPX,LKWZBA-KLZ66-K5XFMC"
"TAF4L6-PEJK3-UZJB46","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:51:57.0778","sell","limit",651.00000,36.65130,0.03665,0.05630000,0.00000,"","LE5VSP-PE66W-U4VDUG,L7UYE7-DIRO3-VZHVYX"
"TBGUOO-HAC4B-6L7ZUQ","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:52:02.0696","sell","limit",651.00000,5407.85700,5.40786,8.30700000,0.00000,"","LKQHIM-ENYAR-SQV4YE,LOABF3-DNEMJ-4HAWCQ"
"TV446O-LXHSX-RSC2CR","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:52:07.0347","sell","limit",651.00000,35.02380,0.03502,0.05380000,0.00000,"","LUOINM-TGQK2-EUA3HM,LJ3VUP-UR36A-3VCN57"
"T6VYFS-MHBWQ-VUCJ4O","ORTBJ5-LPHAU-3RAOUK","XXBTZEUR","2016-06-20 16:52:07.1343","sell","limit",651.00000,325.50000,0.32550,0.50000000,0.00000,"","L7XLEO-6BZNA-SINXTL,L2UHH3-CZRYR-XSH5ES"
