"txid","refid","time","type","aclass","asset","amount","fee","balance"
"L2KCS6-LMBRM-OVGLKN","TBMONM-MJIZG-5UYDDR","2016-06-22 07:03:22","rollover","currency","XXBT",0.0000000000,0.0000455080,0.8541861833
"LFNASR-KLE3A-S7FWPL","TQMFHI-HBZEQ-V4W4JW","2016-06-22 07:03:22","rollover","currency","XXBT",0.0000000000,0.0005938910,0.8535922923
"LT56A4-LFM5K-ODDS4D","TK4KGJ-EREIU-MOFVLX","2016-06-22 07:03:22","rollover","currency","XXBT",0.0000000000,0.0001347458,0.8534575465
"LLIKXG-F2WJW-WVGXXA","TDWPSE-57CIA-I3FFJM","2016-06-22 07:03:22","rollover","currency","XXBT",0.0000000000,0.0023455529,0.8511119936
"LLUPM7-QVGOV-5IEKWT","TY27F3-72PD4-H5TB3I","2016-06-22 07:03:22","rollover","currency","XXBT",0.0000000000,0.0000855118,0.8510264818
"LZN3ZM-K6VLL-DLTCGD","TG736P-N5NWU-DBEEEQ","2016-06-22 10:42:09","margin","currency","XXBT",0.0000000000,0.0146404993,0.8363859825
"LI24CU-VEBHA-SWYUI2","T47XNB-4BON5-KVFG47","2016-06-22 10:42:20","margin","currency","XXBT",0.0000000000,0.0023101122,0.8340758703
"LOJDE4-3DXY6-NRDKQ5","T4C2CA-YDFRA-EGBDL5","2016-06-22 10:43:06","margin","currency","XXBT",0.0000000000,0.0001541705,0.8339216998
"LE2IU7-4GZVP-QR3SDB","TGEPAC-DIVDK-NSK5KG","2016-06-22 10:44:28","margin","currency","XXBT",0.0000000000,0.0048952349,0.8290264649
"LNERVF-WANYN-TLH7FM","TIAC3K-255NG-3PNV3M","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0005847991,0.8284416658
"L27DAR-LLM7G-FB3O5P","TC7SNP-Y5XZ3-S544MB","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0000451473,0.8283965185
"LW5O3T-FKRDH-OSDYTM","TX43QW-KJYO5-LMC6UO","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0005907616,0.8278057569
"LYE2L3-7N4WS-FI34ZV","T2UIXE-ZUFQD-V4Z635","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0023725864,0.8254331705
"LFZSCA-4D4OB-D66JAN","TBMONM-MJIZG-5UYDDR","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0000451305,0.8253880400
"LBOMPP-C6AVJ-WCIZD2","TQMFHI-HBZEQ-V4W4JW","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0005889644,0.8247990756
"L3R42U-DXN7G-JJB5YN","TK4KGJ-EREIU-MOFVLX","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0001336280,0.8246654476
"LBWW4U-Q5ORP-SONBPG","TDWPSE-57CIA-I3FFJM","2016-06-22 11:01:49","rollover","currency","XXBT",0.0000000000,0.0023260954,0.8223393522
"LXDKUW-I4E4X-7UFBPQ","TY27F3-72PD4-H5TB3I","2016-06-22 11:04:20","rollover","currency","XXBT",0.0000000000,0.0000848395,0.8222545127
"LIYCUK-DKQ6J-R7DK6E","QGBG22V-SAXLV3-IDRXGO","2016-06-22 11:21:35","deposit","currency","XXBT",30.8359838500,0.0000000000,31.6582383627
"LLDA43-UKOIX-2CKSC5","TG736P-N5NWU-DBEEEQ","2016-06-22 14:42:41","rollover","currency","XXBT",0.0000000000,0.0013323472,31.6569060155
"LKEJII-VL7AB-FCPW5W","T47XNB-4BON5-KVFG47","2016-06-22 14:42:41","rollover","currency","XXBT",0.0000000000,0.0002102240,31.6566957915
"LYGSHJ-FEZMC-PWQATO","T4C2CA-YDFRA-EGBDL5","2016-06-22 14:45:12","rollover","currency","XXBT",0.0000000000,0.0000140017,31.6566817898
"LWRNI4-MRH3G-ZPLS67","TGEPAC-DIVDK-NSK5KG","2016-06-22 14:45:12","rollover","currency","XXBT",0.0000000000,0.0004450671,31.6562367227
"LZZAON-NJNAL-ZKG5KY","TIAC3K-255NG-3PNV3M","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0005870397,31.6556496830
"LJP7Y7-AMXDQ-EQUK57","TC7SNP-Y5XZ3-S544MB","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0000453203,31.6556043627
"LDUNCO-ARLFU-FMHVSW","TX43QW-KJYO5-LMC6UO","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0005930251,31.6550113376
"LSJAG5-YXIHV-YCJF7Z","T2UIXE-ZUFQD-V4Z635","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0023816770,31.6526296606
"LTPZ4I-PPHJU-RN3GKE","TBMONM-MJIZG-5UYDDR","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0000453035,31.6525843571
"LAZE4H-KDN6T-PSKPD4","TQMFHI-HBZEQ-V4W4JW","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0005912210,31.6519931361
"LIIXWC-DPTAZ-I7ZUGN","TK4KGJ-EREIU-MOFVLX","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0001341400,31.6518589961
"L3LZCL-AYTQH-IIXFRA","TDWPSE-57CIA-I3FFJM","2016-06-22 15:02:47","rollover","currency","XXBT",0.0000000000,0.0023350078,31.6495239883
"LGTPOO-NBUQV-HXJDLF","TY27F3-72PD4-H5TB3I","2016-06-22 15:05:18","rollover","currency","XXBT",0.0000000000,0.0000853570,31.6494386313
"LEFOPO-2AX6N-RRMX2M","TG736P-N5NWU-DBEEEQ","2016-06-22 18:43:41","rollover","currency","XXBT",0.0000000000,0.0014186482,31.6480199831
"L2S3HA-TQVET-BZTIW5","T47XNB-4BON5-KVFG47","2016-06-22 18:43:41","rollover","currency","XXBT",0.0000000000,0.0002238409,31.6477961422
"LUQPCC-QQAEM-KPUYVB","T4C2CA-YDFRA-EGBDL5","2016-06-22 18:43:41","rollover","currency","XXBT",0.0000000000,0.0000149227,31.6477812195
"LX4SJC-X4SAJ-I4UXGA","TGEPAC-DIVDK-NSK5KG","2016-06-22 18:46:12","rollover","currency","XXBT",0.0000000000,0.0004729662,31.6473082533
"L5DWAA-BMADA-ZNADTM","TIAC3K-255NG-3PNV3M","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0006215103,31.6466867430
"LOROLG-EWW5R-ZHS25B","TC7SNP-Y5XZ3-S544MB","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0000479815,31.6466387615
"LMEFXX-ZRVVH-TDQ2WA","TX43QW-KJYO5-LMC6UO","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0006278471,31.6460109144
"LAUPSW-IPKQ6-L35LFX","T2UIXE-ZUFQD-V4Z635","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0025215274,31.6434893870
"LIVOZW-2AKXB-T2SQTB","TBMONM-MJIZG-5UYDDR","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0000479636,31.6434414234
"LVZRW4-CXASD-Q5HGMW","TQMFHI-HBZEQ-V4W4JW","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0006259371,31.6428154863
"LY2A63-5JJJV-XXVJSH","TK4KGJ-EREIU-MOFVLX","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0001420167,31.6426734696
"LD5TXR-ZM4OD-55MMZE","TDWPSE-57CIA-I3FFJM","2016-06-22 19:01:17","rollover","currency","XXBT",0.0000000000,0.0024721179,31.6402013517
"LYWQM6-ZLB7K-CRWKHR","TY27F3-72PD4-H5TB3I","2016-06-22 19:03:48","rollover","currency","XXBT",0.0000000000,0.0000903126,31.6401110391
"LMLTQK-2FM5O-B5TRDZ","TG736P-N5NWU-DBEEEQ","2016-06-22 22:44:32","rollover","currency","XXBT",0.0000000000,0.0014870901,31.6386239490
"LXVCN3-GTCBW-C37VCI","T47XNB-4BON5-KVFG47","2016-06-22 22:44:32","rollover","currency","XXBT",0.0000000000,0.0002346400,31.6383893090
"LLVFDA-KZBIT-2EP22K","T4C2CA-YDFRA-EGBDL5","2016-06-22 22:44:32","rollover","currency","XXBT",0.0000000000,0.0000156427,31.6383736663
"LIQXH5-RVXMX-LLYSKJ","TGEPAC-DIVDK-NSK5KG","2016-06-22 22:44:32","rollover","currency","XXBT",0.0000000000,0.0004972296,31.6378764367
"LA63C3-D5CYX-JSXW24","TIAC3K-255NG-3PNV3M","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0006490223,31.6372274144
"LG54FH-K4LFD-KZ646E","TC7SNP-Y5XZ3-S544MB","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0000501055,31.6371773089
"LZ5SRS-ICDTK-G63CDR","TX43QW-KJYO5-LMC6UO","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0006556396,31.6365216693
"LKQSYA-RYIQU-XN4Z2U","T2UIXE-ZUFQD-V4Z635","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0026331462,31.6338885231
"LQRRUX-GGC3O-IKUB5U","TBMONM-MJIZG-5UYDDR","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0000500868,31.6338384363
"LZECOP-JFYOX-SW75RI","TQMFHI-HBZEQ-V4W4JW","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0006536451,31.6331847912
"LKZBQP-2PL7X-ZDY76N","TK4KGJ-EREIU-MOFVLX","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0001483032,31.6330364880
"LHCSWL-HRVYX-ANYQRJ","TDWPSE-57CIA-I3FFJM","2016-06-22 23:02:06","rollover","currency","XXBT",0.0000000000,0.0025815495,31.6304549385
"LYY5BT-M7L65-E3IZ3N","TY27F3-72PD4-H5TB3I","2016-06-22 23:04:36","rollover","currency","XXBT",0.0000000000,0.0000938067,31.6303611318
"L5D2B2-ZSDEP-J2XBA5","TP4UAW-EYOM2-VUEMOD","2016-06-22 23:17:51","margin","currency","XXBT",0.0000000000,0.0001108870,31.6302502448
"LISVAH-U2WW2-ZXLYJD","TC2AUS-ZZHAK-I3KYN5","2016-06-22 23:17:51","margin","currency","XXBT",0.0000000000,0.0008399923,31.6294102525
"L3YPIB-HUZH5-VOGXUA","TCFRS3-H6IBN-SWZS3E","2016-06-22 23:17:51","margin","currency","XXBT",0.0000000000,0.0315000095,31.5979102430
"LMALD4-RKJFA-U2KXEV","TJLUAO-ILSAJ-IHPMMZ","2016-06-22 23:17:51","margin","currency","XXBT",0.0000000000,0.0000210057,31.5978892373
"LJADM6-WTQO7-2EC6FU","TWFZOQ-X64D4-R24U2U","2016-06-22 23:17:52","margin","currency","XXBT",0.0000000000,0.0046200000,31.5932692373
"LK6V4P-YR2YX-W6BYQR","T2GBHF-PPT3W-Q44BTV","2016-06-22 23:17:53","margin","currency","XXBT",0.0000000000,0.0000321110,31.5932371263
"LVGNUV-CDU5F-HZERZ2","TQFYWB-US4KR-5CN3JS","2016-06-22 23:17:55","margin","currency","XXBT",0.0000000000,0.0000371773,31.5931999490
"LPRGZQ-HEOMK-LWLTVC","TITS6M-NOL6F-JV4ZHM","2016-06-22 23:17:59","margin","currency","XXBT",0.0000000000,0.0000580885,31.5931418605
"LJJLLY-WSVIR-ISBYZC","THH23X-XZOAB-BX7AXV","2016-06-22 23:18:02","margin","currency","XXBT",0.0000000000,0.0000109949,31.5931308656
"LR3NXN-DEMH3-FCOEXJ","TNTBOS-FCAKG-O5IMVX","2016-06-22 23:18:03","margin","currency","XXBT",0.0000000000,0.0000109949,31.5931198707
"LKWE5E-G7YQU-O4FYK7","TLB6TF-QMXNT-I246N3","2016-06-22 23:18:05","margin","currency","XXBT",0.0000000000,0.0000948330,31.5930250377
"LPXLZP-2AADU-DTLWD3","TGPM4Y-5SVFK-ZZDUV2","2016-06-22 23:18:19","margin","currency","XXBT",0.0000000000,0.0000541197,31.5929709180
"LTEHM4-DX57F-QJL6MG","TNIAZD-3Z5Y7-3CM7UT","2016-06-22 23:18:30","margin","currency","XXBT",0.0000000000,0.0001759936,31.5927949244
"LNEAL2-M2H6O-HOUUYG","TDV5TL-ZWHXR-IRF6BT","2016-06-22 23:18:35","margin","currency","XXBT",0.0000000000,0.0023342094,31.5904607150
"L3L7BZ-JRE2G-Q5PSYT","T6WIXD-3GZPU-QG47FF","2016-06-22 23:18:36","margin","currency","XXBT",0.0000000000,0.0073436081,31.5831171069
"LHBFDP-HZZBA-Q7GSWU","TRHJVM-PCJOA-7QJDXA","2016-06-22 23:18:38","margin","currency","XXBT",0.0000000000,0.0007314959,31.5823856110
"LI6UT6-P7W5U-RCVYAC","TKKBBH-2EZWH-V5CZ7X","2016-06-22 23:18:40","margin","currency","XXBT",0.0000000000,0.0011000000,31.5812856110
"LBPZ5X-XE3SV-FV5IVZ","TPFH6W-J2NHA-GYRN3U","2016-06-22 23:18:42","margin","currency","XXBT",0.0000000000,0.0007688992,31.5805167118
"LTYHJL-3AFET-BIZNHK","TL2JEN-GUYZP-BYJMAN","2016-06-22 23:18:44","margin","currency","XXBT",0.0000000000,0.0001099981,31.5804067137
"LQXJSF-XVCFE-ZJEQKY","TQMIGG-5HBCC-RD5NWP","2016-06-22 23:18:48","margin","currency","XXBT",0.0000000000,0.0007083824,31.5796983313
"LBKR7Z-VKU4B-ZIEMBU","ACCYCOU-DH2JWV-P6BSDO","2016-06-23 00:05:27","withdrawal","currency","ZEUR",-22727.1800,0.0900,39783.7072
"LCO5I5-QM6FK-PMYGGJ","TG736P-N5NWU-DBEEEQ","2016-06-23 02:42:56","rollover","currency","XXBT",0.0000000000,0.0015814606,31.5781168707
"LHU3XK-UVVTW-JZNUCO","T47XNB-4BON5-KVFG47","2016-06-23 02:42:56","rollover","currency","XXBT",0.0000000000,0.0002495303,31.5778673404
"LMU3AC-M53UJ-3NXBLE","T4C2CA-YDFRA-EGBDL5","2016-06-23 02:45:26","rollover","currency","XXBT",0.0000000000,0.0000163615,31.5778509789
"LAPY5A-7W2BK-EL4PIN","TGEPAC-DIVDK-NSK5KG","2016-06-23 02:45:26","rollover","currency","XXBT",0.0000000000,0.0005200773,31.5773309016
"LIV7YF-CE4RF-KECMYF","TIAC3K-255NG-3PNV3M","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0006725062,31.5766583954
"LYDXY6-SPNNS-XZSC56","TC7SNP-Y5XZ3-S544MB","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0000519185,31.5766064769
"LZ7YSZ-F3XUY-6ZRZHM","TX43QW-KJYO5-LMC6UO","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0006793630,31.5759271139
"LO6TND-GZXKP-HRAFNC","T2UIXE-ZUFQD-V4Z635","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0027284228,31.5731986911
"LGJUAO-US5G7-F4LLT7","TBMONM-MJIZG-5UYDDR","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0000518991,31.5731467920
"LNKFIR-I2CHG-HJHZTS","TQMFHI-HBZEQ-V4W4JW","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0006772963,31.5724694957
"LA7KKQ-KATBS-FDNZAB","TK4KGJ-EREIU-MOFVLX","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0001536693,31.5723158264
"LDVTXM-4UX6M-KX6LKG","TDWPSE-57CIA-I3FFJM","2016-06-23 03:02:59","rollover","currency","XXBT",0.0000000000,0.0026749592,31.5696408672
"LYTVSI-NIYF3-MDH4CY","TY27F3-72PD4-H5TB3I","2016-06-23 03:05:29","rollover","currency","XXBT",0.0000000000,0.0000974681,31.5695433991
"LGEDYS-GGVA5-UIQTVE","TP4UAW-EYOM2-VUEMOD","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000052901,31.5695381090
"L3NLQ6-UQ34S-VOXDJT","TC2AUS-ZZHAK-I3KYN5","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000401134,31.5694979956
"L5UUV2-IPWFM-NLRA67","TCFRS3-H6IBN-SWZS3E","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0015043291,31.5679936665
"LUW4JK-PNC36-XLIIEG","TJLUAO-ILSAJ-IHPMMZ","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000009895,31.5679926770
"LR5EBG-4A3E4-VHGCEZ","TWFZOQ-X64D4-R24U2U","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0002206238,31.5677720532
"L6UNWQ-PIJQ2-NEKEV2","T2GBHF-PPT3W-Q44BTV","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000029115,31.5677691417
"LL6UBL-DAQOL-YHSAD6","TQFYWB-US4KR-5CN3JS","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000033872,31.5677657545
"L6OFQF-FF4VG-6S2UAI","TITS6M-NOL6F-JV4ZHM","2016-06-23 03:18:02","rollover","currency","XXBT",0.0000000000,0.0000052901,31.5677604644
"LVK4RF-U7JVP-S7WMOB","THH23X-XZOAB-BX7AXV","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000009992,31.5677594652
"L5QXAJ-3TRAD-MXBRBC","TNTBOS-FCAKG-O5IMVX","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000009992,31.5677584660
"L7CDHX-QJ6P2-VPPTT6","TLB6TF-QMXNT-I246N3","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000087235,31.5677497425
"LR23VZ-TJDR5-3KSQOF","TGPM4Y-5SVFK-ZZDUV2","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000049766,31.5677447659
"LRTSPC-HJSKA-X633OV","TNIAZD-3Z5Y7-3CM7UT","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000161788,31.5677285871
"LDZUTL-2GM4L-CUBJWN","TDV5TL-ZWHXR-IRF6BT","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0002145513,31.5675140358
"LYBT2H-T2Q2Q-ACP7KN","T6WIXD-3GZPU-QG47FF","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0006749930,31.5668390428
"L57QI5-RVU5E-KPEZ72","TRHJVM-PCJOA-7QJDXA","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000672130,31.5667718298
"LCMQIF-6DC7I-FTWYKX","TKKBBH-2EZWH-V5CZ7X","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0001010885,31.5666707413
"LQBU6Q-TGSJE-3PSPEZ","TPFH6W-J2NHA-GYRN3U","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000707293,31.5666000120
"LSPYCF-OBQEG-ROKDDZ","TL2JEN-GUYZP-BYJMAN","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000101069,31.5665899051
"LIQGM2-C2XOG-DHVQN3","TQMIGG-5HBCC-RD5NWP","2016-06-23 03:20:33","rollover","currency","XXBT",0.0000000000,0.0000650802,31.5665248249
"LD7HY4-OMAYW-SQMEOK","TG736P-N5NWU-DBEEEQ","2016-06-23 06:43:55","rollover","currency","XXBT",0.0000000000,0.0015143300,31.5650104949
"LOFC4I-QWLGF-KY3AES","T47XNB-4BON5-KVFG47","2016-06-23 06:43:55","rollover","currency","XXBT",0.0000000000,0.0002389381,31.5647715568
"LNLE5U-ZUKWF-VH6TNR","T4C2CA-YDFRA-EGBDL5","2016-06-23 06:43:55","rollover","currency","XXBT",0.0000000000,0.0000159292,31.5647556276
"LXE247-YI2W6-UZAATO","TGEPAC-DIVDK-NSK5KG","2016-06-23 06:46:25","rollover","currency","XXBT",0.0000000000,0.0005069647,31.5642486629
"L5BZLO-ZUMAO-EKCTES","TIAC3K-255NG-3PNV3M","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0006680789,31.5635805840
"L6KSZL-KIOIG-53ABES","TC7SNP-Y5XZ3-S544MB","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0000515767,31.5635290073
"LXRBD6-SRCKP-2IMJSJ","TX43QW-KJYO5-LMC6UO","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0006748905,31.5628541168
"L7R2DP-NLBZN-JIUSYG","T2UIXE-ZUFQD-V4Z635","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0027104608,31.5601436560
"LI5YWM-JPJII-BOQAXS","TBMONM-MJIZG-5UYDDR","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0000515575,31.5600920985
"LFVTYA-74CPD-4QXF7W","TQMFHI-HBZEQ-V4W4JW","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0006728374,31.5594192611
"L7KVWW-HVM2O-RF7GBR","TK4KGJ-EREIU-MOFVLX","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0001526577,31.5592666034
"LMDBPX-ILEGW-7H3AXD","TDWPSE-57CIA-I3FFJM","2016-06-23 07:01:29","rollover","currency","XXBT",0.0000000000,0.0026573491,31.5566092543
"L6LJNH-FCWDU-O375FJ","TY27F3-72PD4-H5TB3I","2016-06-23 07:04:00","rollover","currency","XXBT",0.0000000000,0.0000964598,31.5565127945
"LVB536-AYZ63-7RPSUJ","TP4UAW-EYOM2-VUEMOD","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000052996,31.5565074949
"LCCNPT-H3VPJ-CZEH7B","TC2AUS-ZZHAK-I3KYN5","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000401853,31.5564673096
"LVBC3X-PWBJY-XVBOOW","TCFRS3-H6IBN-SWZS3E","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0015070234,31.5549602862
"LB7NOZ-NTEP5-W6F3S2","TJLUAO-ILSAJ-IHPMMZ","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000009913,31.5549592949
"L3J6VR-DD2LS-PYKNCY","TWFZOQ-X64D4-R24U2U","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0002210189,31.5547382760
"LXABLC-HTAQK-FYOMG2","T2GBHF-PPT3W-Q44BTV","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000029167,31.5547353593
"LY6ZNV-RV5HQ-52F5AW","TQFYWB-US4KR-5CN3JS","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000033933,31.5547319660
"LNP64S-2YAIX-BJ7FST","TITS6M-NOL6F-JV4ZHM","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000052996,31.5547266664
"LMTALV-IV76Q-52DFLX","THH23X-XZOAB-BX7AXV","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000009913,31.5547256751
"LSS5R3-AI4VC-K23WRR","TNTBOS-FCAKG-O5IMVX","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000009913,31.5547246838
"LB473C-E3FXM-LZDWBF","TLB6TF-QMXNT-I246N3","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000086547,31.5547160291
"LDYBNI-KCA5W-IF4L2I","TGPM4Y-5SVFK-ZZDUV2","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000049374,31.5547110917
"LOHV6F-6FX76-QUEVVR","TNIAZD-3Z5Y7-3CM7UT","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000160512,31.5546950405
"LP4PJB-6QKZG-JZ6S2O","TDV5TL-ZWHXR-IRF6BT","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0002128599,31.5544821806
"LLFTPR-HDMB7-46CPGW","T6WIXD-3GZPU-QG47FF","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0006696717,31.5538125089
"LYQZ6E-L6VRE-FY2XX5","TRHJVM-PCJOA-7QJDXA","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000666831,31.5537458258
"LWSBNQ-MSUMU-QKSO35","TKKBBH-2EZWH-V5CZ7X","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0001002916,31.5536455342
"LPCSI4-EWJ6E-QGY5JP","TPFH6W-J2NHA-GYRN3U","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000701717,31.5535753625
"L3KYNZ-K7A2R-TM3HXV","TL2JEN-GUYZP-BYJMAN","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000100273,31.5535653352
"L3ED4R-NNAJM-CR275J","TQMIGG-5HBCC-RD5NWP","2016-06-23 07:19:01","rollover","currency","XXBT",0.0000000000,0.0000645671,31.5535007681
"LN7ZH7-7OIVJ-X4OW4V","TG736P-N5NWU-DBEEEQ","2016-06-23 10:42:21","rollover","currency","XXBT",0.0000000000,0.0015179731,31.5519827950
"LEGGQO-Q34OO-UUF6UK","T47XNB-4BON5-KVFG47","2016-06-23 10:42:21","rollover","currency","XXBT",0.0000000000,0.0002395129,31.5517432821
"LP3I4V-AFNSI-FHLIFF","T4C2CA-YDFRA-EGBDL5","2016-06-23 10:44:51","rollover","currency","XXBT",0.0000000000,0.0000159675,31.5517273146
"LSSRKX-CH4LR-VOIGTC","TGEPAC-DIVDK-NSK5KG","2016-06-23 10:44:51","rollover","currency","XXBT",0.0000000000,0.0005075557,31.5512197589
"LY7M34-D53A6-2XEF6G","TIAC3K-255NG-3PNV3M","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0006675601,31.5505521988
"L32UD3-XICZY-ZWTDR3","TC7SNP-Y5XZ3-S544MB","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0000515366,31.5505006622
"LVEHK4-KPYO6-EAT46K","TX43QW-KJYO5-LMC6UO","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0006743665,31.5498262957
"LCQVFO-O6CB5-DNLRJE","T2UIXE-ZUFQD-V4Z635","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0027083561,31.5471179396
"L2RRW7-2ZJ47-PNUKXW","TBMONM-MJIZG-5UYDDR","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0000515174,31.5470664222
"LQ2HIU-5AKUP-3NRPDJ","TQMFHI-HBZEQ-V4W4JW","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0006723150,31.5463941072
"LWLEGG-MCE76-UWOTZW","TK4KGJ-EREIU-MOFVLX","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0001525392,31.5462415680
"L6OU4U-KS5DK-SBUZHH","TDWPSE-57CIA-I3FFJM","2016-06-23 11:02:26","rollover","currency","XXBT",0.0000000000,0.0026552857,31.5435862823
"L7YYMT-I23QO-S3TJYV","TY27F3-72PD4-H5TB3I","2016-06-23 11:04:57","rollover","currency","XXBT",0.0000000000,0.0000966710,31.5434896113
"LBFK4S-YVOV6-UU6PHV","TP4UAW-EYOM2-VUEMOD","2016-06-23 11:20:00","rollover","currency","XXBT",0.0000000000,0.0000052883,31.5434843230
"LKF7RJ-TUYWR-FL5ZQU","TC2AUS-ZZHAK-I3KYN5","2016-06-23 11:20:00","rollover","currency","XXBT",0.0000000000,0.0000401001,31.5434442229
"LHTDRI-AE6BM-BER2LS","TCFRS3-H6IBN-SWZS3E","2016-06-23 11:20:00","rollover","currency","XXBT",0.0000000000,0.0015038312,31.5419403917
