"txid","refid","time","type","aclass","asset","amount","fee","balance"
"L2HAOF-GY6AU-EAVV2B","TKNADM-BLLKH-FQNFXJ","2016-03-16 02:26:17","rollover","currency","XXBT",0.0000000000,0.0002093912,52.1731781548
"LLD6SA-BCW3G-EJCTJS","TZEV7P-HTC6L-KVDH4A","2016-03-16 02:53:54","rollover","currency","XXBT",0.0000000000,0.0000510745,52.1731270803
"LGIDB2-WFSZD-R5M3HR","T4ENM5-PCO5G-2TBDPG","2016-03-16 02:53:54","rollover","currency","XXBT",0.0000000000,0.0000141635,52.1731129168
"LADAOW-QXOKR-4ORFJA","TBJPLR-SV2K2-YP3DP4","2016-03-16 02:53:54","rollover","currency","XXBT",0.0000000000,0.0009558758,52.1721570410
"LXBAHZ-AAQFY-AFCK2C","TQXZDM-TMZ3L-TOP6X6","2016-03-16 02:53:54","rollover","currency","XXBT",0.0000000000,0.0013017283,52.1708553127
"L4EF4U-WRWLZ-IZNTOL","TD55YF-BNDLX-O4JVCK","2016-03-16 02:53:54","rollover","currency","XXBT",0.0000000000,0.0003303746,52.1705249381
"L4JXGC-ZZLKU-73VNUT","TZWGJP-WY4JP-6RT66V","2016-03-16 04:30:01","trade","currency","XXBT",10.0000000000,0.0000000000,62.1705249381
"L6YNGO-H4YP7-E5IJVQ","TZWGJP-WY4JP-6RT66V","2016-03-16 04:30:01","trade","currency","ZEUR",-3730.0000,2.9840,56631.0493
"LDFFR4-YF27D-JZSYKF","TZN7VZ-TBYN3-SFMSVG","2016-03-16 04:30:19","trade","currency","XXBT",10.0000000000,0.0000000000,72.1705249381
"LAUYEY-7MYRO-E42POK","TZN7VZ-TBYN3-SFMSVG","2016-03-16 04:30:19","trade","currency","ZEUR",-3730.0000,2.9840,52898.0653
"LDGPPR-NV5US-7B5M7M","TZMOIS-NFQXY-VOC454","2016-03-16 04:30:45","trade","currency","XXBT",14.6500000000,0.0000000000,86.8205249381
"LIG2GB-BK67R-2D4ETV","TZMOIS-NFQXY-VOC454","2016-03-16 04:30:45","trade","currency","ZEUR",-5464.4500,4.3716,47429.2437
"L4NQW3-4LZ4W-LKM46J","T7VMMM-4N646-SWTX4Y","2016-03-16 04:31:30","trade","currency","XXBT",1.0000000000,0.0000000000,87.8205249381
"LRB5PY-V5P73-A2VPL6","T7VMMM-4N646-SWTX4Y","2016-03-16 04:31:30","trade","currency","ZEUR",-373.0000,0.2984,47055.9453
"LA3A54-5PYJJ-SO2MH7","TO4DGX-RQLFW-D3SZAU","2016-03-16 04:39:15","trade","currency","XXBT",0.7627000000,0.0000000000,88.5832249381
"LQX44O-ECW44-3MNEC4","TO4DGX-RQLFW-D3SZAU","2016-03-16 04:39:15","trade","currency","ZEUR",-284.4871,0.2276,46771.2306
"LVG5G4-QB24R-MJRY4B","TAZW5P-4DFRB-MHMLTX","2016-03-16 04:39:17","trade","currency","XXBT",0.7634017200,0.0000000000,89.3466266581
"LZ7DF7-A7FDE-FQXWG4","TAZW5P-4DFRB-MHMLTX","2016-03-16 04:39:17","trade","currency","ZEUR",-284.7488,0.2278,46486.2540
"L7RBLP-43IRS-SZ6PR3","TV6YDW-HA4HT-MUM7U6","2016-03-16 04:39:17","trade","currency","XXBT",0.7627000000,0.0000000000,90.1093266581
"LHZWIF-LCPCT-HUSEW4","TV6YDW-HA4HT-MUM7U6","2016-03-16 04:39:17","trade","currency","ZEUR",-284.4871,0.2276,46201.5393
"L43YTT-YR637-Q2XSNP","TCS42S-2GR7B-RC5RE5","2016-03-16 04:39:18","trade","currency","XXBT",0.7666498100,0.0000000000,90.8759764681
"LASFJU-I7547-RBHS2U","TCS42S-2GR7B-RC5RE5","2016-03-16 04:39:18","trade","currency","ZEUR",-285.9604,0.2288,45915.3501
"LMCYRY-K7VAW-RRLNHE","T2R5FC-AJ2R5-KQB7DR","2016-03-16 04:39:19","trade","currency","XXBT",0.7627000000,0.0000000000,91.6386764681
"LSCJIC-M37FM-KMVG2Q","T2R5FC-AJ2R5-KQB7DR","2016-03-16 04:39:19","trade","currency","ZEUR",-284.4871,0.2276,45630.6354
"LZS4HW-KHG4X-LKNY6U","TRNZYU-ROC7J-XU4VN5","2016-03-16 04:43:20","trade","currency","XXBT",0.0634000000,0.0000000000,91.7020764681
"L7A54Y-3FL4L-RNOICA","TRNZYU-ROC7J-XU4VN5","2016-03-16 04:43:20","trade","currency","ZEUR",-23.6482,0.0189,45606.9683
"LKFNAD-UWRXM-XYYALS","TLG4MN-V74VM-KTPGSB","2016-03-16 04:43:21","trade","currency","XXBT",0.0634000000,0.0000000000,91.7654764681
"LPLMRF-MFQNA-MDPO7Q","TLG4MN-V74VM-KTPGSB","2016-03-16 04:43:21","trade","currency","ZEUR",-23.6482,0.0189,45583.3012
"LTZG4E-JJ4SK-NMHOTE","TROUED-FCWDE-XCCMWD","2016-03-16 04:43:21","trade","currency","XXBT",0.0634000000,0.0000000000,91.8288764681
"LHRW4K-WDXOV-MCWLMA","TROUED-FCWDE-XCCMWD","2016-03-16 04:43:21","trade","currency","ZEUR",-23.6482,0.0189,45559.6341
"LQOTQU-55KNN-PMA6XD","TLFDPL-JOAUV-5PRNZ4","2016-03-16 04:43:21","trade","currency","XXBT",0.0634000000,0.0000000000,91.8922764681
"LN54BX-KM6RU-UIOHCF","TLFDPL-JOAUV-5PRNZ4","2016-03-16 04:43:21","trade","currency","ZEUR",-23.6482,0.0189,45535.9670
"LKCCBJ-GUMXV-QLGUP3","TQ4UCB-UEG2V-QIBCYS","2016-03-16 04:43:21","trade","currency","XXBT",0.0634000000,0.0000000000,91.9556764681
"LASRI5-24XUG-XTRLYR","TQ4UCB-UEG2V-QIBCYS","2016-03-16 04:43:21","trade","currency","ZEUR",-23.6482,0.0189,45512.2999
"LKN54I-LESZD-VEFOJZ","T22LZC-A4ZFR-J67ONY","2016-03-16 04:43:22","trade","currency","XXBT",0.0634000000,0.0000000000,92.0190764681
"LNWNSN-QYAYC-75I3AS","T22LZC-A4ZFR-J67ONY","2016-03-16 04:43:22","trade","currency","ZEUR",-23.6482,0.0189,45488.6328
"LWF6M6-DU3Z7-RLTQKD","T77FB5-WDDKR-7L6UD4","2016-03-16 04:43:22","trade","currency","XXBT",0.0634000000,0.0000000000,92.0824764681
"LMULXB-VQZ5I-MH2OHZ","T77FB5-WDDKR-7L6UD4","2016-03-16 04:43:22","trade","currency","ZEUR",-23.6482,0.0189,45464.9657
"LUCL6Y-X62TO-F27XW4","T4MBDX-QRH7G-CEI3F2","2016-03-16 04:43:22","trade","currency","XXBT",0.0634000000,0.0000000000,92.1458764681
"LXQSTP-UVQUN-ZXEEIV","T4MBDX-QRH7G-CEI3F2","2016-03-16 04:43:22","trade","currency","ZEUR",-23.6482,0.0189,45441.2986
"L32YIQ-UHZ7N-5IKREI","TQASIN-UL3Z6-LHWGR5","2016-03-16 04:43:23","trade","currency","XXBT",0.0594000000,0.0000000000,92.2052764681
"L52PMI-PAJU4-LUQO4C","TQASIN-UL3Z6-LHWGR5","2016-03-16 04:43:23","trade","currency","ZEUR",-22.1562,0.0177,45419.1247
"L6ODPT-MAALA-OX5FY2","AGBQKHJ-UUACX4-XZJYOV","2016-03-16 05:00:12","withdrawal","currency","XXBT",-38.8000200000,0.0005000000,53.4047564681
"LKQGBQ-VEP5B-OMU5KC","TCBHTV-NAJH7-XPEX5K","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0001956026,53.4045608655
"LXQFRP-GZ756-2QXOAQ","TQOMEY-AKTH6-ZRRDNU","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0009692863,53.4035915792
"LU63XV-2J3W5-NS3M4Z","TAPZJV-GM3TU-PVOY62","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0001558771,53.4034357021
"LEJ52R-5XR5E-GIPPF4","T5DV74-5NZFN-M24ENN","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0011188727,53.4023168294
"LT3NZK-3HJ2V-57YK3T","TQOSY3-5YKNW-5527UM","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0000799596,53.4022368698
"LIOKJA-M2PAP-Q4BEDK","TGXEKE-C2GOB-JVPFVJ","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0010300257,53.4012068441
"LXYI4M-34PDM-JU2ZY4","TOON2Z-DJCOV-M6FOA6","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0009656993,53.4002411448
"LFMAWT-HE3HT-M7MWH2","TKNADM-BLLKH-FQNFXJ","2016-03-16 06:24:43","rollover","currency","XXBT",0.0000000000,0.0002089069,53.4000322379
"LGRSZZ-3TRSS-BVC5C6","TZEV7P-HTC6L-KVDH4A","2016-03-16 06:54:49","rollover","currency","XXBT",0.0000000000,0.0000509237,53.3999813142
"LDYC4A-Z6MJP-7LEPUS","T4ENM5-PCO5G-2TBDPG","2016-03-16 06:54:49","rollover","currency","XXBT",0.0000000000,0.0000141217,53.3999671925
"LZGLFG-DNC4I-F4RUSP","TBJPLR-SV2K2-YP3DP4","2016-03-16 06:54:49","rollover","currency","XXBT",0.0000000000,0.0009530547,53.3990141378
"LTAKDX-JIIOE-7JR2DP","TQXZDM-TMZ3L-TOP6X6","2016-03-16 06:54:49","rollover","currency","XXBT",0.0000000000,0.0012978864,53.3977162514
"LUX36Z-YQCD4-QCRQ5C","TD55YF-BNDLX-O4JVCK","2016-03-16 06:54:49","rollover","currency","XXBT",0.0000000000,0.0003293995,53.3973868519
"LZURF5-SVNBR-3SPXPZ","T7JS46-I2IZG-7ALTCR","2016-03-16 08:01:44","trade","currency","XXBT",1.3648423400,0.0000000000,54.7622291919
"LPYDNL-MB5SC-KZVQ76","T7JS46-I2IZG-7ALTCR","2016-03-16 08:01:44","trade","currency","ZEUR",-509.0862,0.4073,44909.6312
"L2NJOZ-G74RB-DTJMUV","TCBHTV-NAJH7-XPEX5K","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0001951312,54.7620340607
"LZSRZO-4CBZE-3DKTT6","TQOMEY-AKTH6-ZRRDNU","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0009669503,54.7610671104
"LEUY7T-MNPMN-YYESLM","TAPZJV-GM3TU-PVOY62","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0001555014,54.7609116090
"LSHCLP-7FCLV-5GFB6O","T5DV74-5NZFN-M24ENN","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0011161761,54.7597954329
"LT3B7G-KTUNZ-QXGP6H","TQOSY3-5YKNW-5527UM","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0000797669,54.7597156660
"LDRGZU-ENVXN-ZOKJEU","TGXEKE-C2GOB-JVPFVJ","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0010275432,54.7586881228
"L6J6NN-PXKCX-PN4NV3","TOON2Z-DJCOV-M6FOA6","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0009633718,54.7577247510
"LX3MU7-AO4KQ-5LV7S7","TKNADM-BLLKH-FQNFXJ","2016-03-16 10:25:39","rollover","currency","XXBT",0.0000000000,0.0002084034,54.7575163476
"LHJK3K-ZKJSC-SRNJBA","TZEV7P-HTC6L-KVDH4A","2016-03-16 10:53:16","rollover","currency","XXBT",0.0000000000,0.0000506661,54.7574656815
"LJ2ZG5-SN7DR-XWS7HC","T4ENM5-PCO5G-2TBDPG","2016-03-16 10:53:16","rollover","currency","XXBT",0.0000000000,0.0000140503,54.7574516312
"LHNIPT-4QMYA-LF36WW","TBJPLR-SV2K2-YP3DP4","2016-03-16 10:53:16","rollover","currency","XXBT",0.0000000000,0.0009482323,54.7565033989
"LA4FHT-3HIUW-MY6G4R","TQXZDM-TMZ3L-TOP6X6","2016-03-16 10:53:16","rollover","currency","XXBT",0.0000000000,0.0012913192,54.7552120797
"LKCKFC-F46TW-IMVA7Q","TD55YF-BNDLX-O4JVCK","2016-03-16 10:53:16","rollover","currency","XXBT",0.0000000000,0.0003277327,54.7548843470
"LAATKA-6EUSG-AXGHVD","TCBHTV-NAJH7-XPEX5K","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0001949391,54.7546894079
"L2AVQ6-44QDO-PWCBIP","TQOMEY-AKTH6-ZRRDNU","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0009659984,54.7537234095
"LWP3UP-L2H7X-RFJMCK","TAPZJV-GM3TU-PVOY62","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0001553484,54.7535680611
"LZIQOA-IZHGL-ZC4ES3","T5DV74-5NZFN-M24ENN","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0011150773,54.7524529838
"LDAKOC-OUB4S-PAX6HV","TQOSY3-5YKNW-5527UM","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0000796884,54.7523732954
"LGUXTF-36VXC-D3HOKU","TGXEKE-C2GOB-JVPFVJ","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0010265317,54.7513467637
"LOD4E2-2ZWYV-NCKBI5","TOON2Z-DJCOV-M6FOA6","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0009624235,54.7503843402
"LNGNF4-FKV5O-35HO4Y","TKNADM-BLLKH-FQNFXJ","2016-03-16 14:26:37","rollover","currency","XXBT",0.0000000000,0.0002081983,54.7501761419
"LXHLSD-GM266-VTYYYE","TZEV7P-HTC6L-KVDH4A","2016-03-16 14:54:14","rollover","currency","XXBT",0.0000000000,0.0000507754,54.7501253665
"LU5ZF3-M3DKF-3VZ6XA","T4ENM5-PCO5G-2TBDPG","2016-03-16 14:54:14","rollover","currency","XXBT",0.0000000000,0.0000140806,54.7501112859
"LNET5R-DDKUR-WDDYQ3","TBJPLR-SV2K2-YP3DP4","2016-03-16 14:54:14","rollover","currency","XXBT",0.0000000000,0.0009502793,54.7491610066
"L2RNRA-4JQCU-5ANAK4","TQXZDM-TMZ3L-TOP6X6","2016-03-16 14:54:14","rollover","currency","XXBT",0.0000000000,0.0012941068,54.7478668998
"LR6YIH-35NUX-6S4EKZ","TD55YF-BNDLX-O4JVCK","2016-03-16 14:54:14","rollover","currency","XXBT",0.0000000000,0.0003284402,54.7475384596
"LJRRMR-7UVT5-SAX5MJ","TCBHTV-NAJH7-XPEX5K","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0001960379,54.7473424217
"LCFX42-MUF7K-V2WKHZ","TQOMEY-AKTH6-ZRRDNU","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0009714434,54.7463709783
"LOGPWX-SDMU3-AWQH5Q","TAPZJV-GM3TU-PVOY62","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0001562240,54.7462147543
"LAGGN3-U2IDI-2KDCDB","T5DV74-5NZFN-M24ENN","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0011213627,54.7450933916
"LW6XXF-XT4QQ-QOFPMG","TQOSY3-5YKNW-5527UM","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0000801376,54.7450132540
"LHT3PL-TECI6-LZPO74","TGXEKE-C2GOB-JVPFVJ","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0010323180,54.7439809360
"L2UDP5-D7AEB-YTDM46","TOON2Z-DJCOV-M6FOA6","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0009678484,54.7430130876
"LCGKQP-L76YQ-WEPF5T","TKNADM-BLLKH-FQNFXJ","2016-03-16 18:25:05","rollover","currency","XXBT",0.0000000000,0.0002093718,54.7428037158
"LVWGVV-HQW5F-PBJXH3","TZEV7P-HTC6L-KVDH4A","2016-03-16 18:55:13","rollover","currency","XXBT",0.0000000000,0.0000511445,54.7427525713
"LXA5NN-NTEFU-TR3JPG","T4ENM5-PCO5G-2TBDPG","2016-03-16 18:55:13","rollover","currency","XXBT",0.0000000000,0.0000141829,54.7427383884
"LPLCSW-LCKS2-TCG4R5","TBJPLR-SV2K2-YP3DP4","2016-03-16 18:55:13","rollover","currency","XXBT",0.0000000000,0.0009571866,54.7417812018
"L3O5NS-M4UTF-LAWRCE","TQXZDM-TMZ3L-TOP6X6","2016-03-16 18:55:13","rollover","currency","XXBT",0.0000000000,0.0013035134,54.7404776884
"L2DKKT-GGNLA-PM7WA7","TD55YF-BNDLX-O4JVCK","2016-03-16 18:55:13","rollover","currency","XXBT",0.0000000000,0.0003308276,54.7401468608
"LZEJSU-5POHG-KCPKQT","TCBHTV-NAJH7-XPEX5K","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0001958958,54.7399509650
"LAGQ5D-UETX7-DX7PNX","TQOMEY-AKTH6-ZRRDNU","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0009707390,54.7389802260
"LJCSXO-P4V5S-Y556SO","TAPZJV-GM3TU-PVOY62","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0001561107,54.7388241153
"L2AFTL-QHJCZ-DZVJCK","T5DV74-5NZFN-M24ENN","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0011205495,54.7377035658
"L3HJG6-QFQ4S-4HOWRR","TQOSY3-5YKNW-5527UM","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0000800795,54.7376234863
"LGJ6YP-KNACU-62W5AW","TGXEKE-C2GOB-JVPFVJ","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0010315693,54.7365919170
"LL63QS-D27MT-6TRZWI","TOON2Z-DJCOV-M6FOA6","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0009671465,54.7356247705
"L74YTC-E7EHK-NYAYIL","TKNADM-BLLKH-FQNFXJ","2016-03-16 22:25:59","rollover","currency","XXBT",0.0000000000,0.0002092200,54.7354155505
"LAH7OO-BRDW2-O6O27I","TZEV7P-HTC6L-KVDH4A","2016-03-16 22:53:37","rollover","currency","XXBT",0.0000000000,0.0000510417,54.7353645088
"LPXTLB-N3MAH-REZCKZ","T4ENM5-PCO5G-2TBDPG","2016-03-16 22:53:37","rollover","currency","XXBT",0.0000000000,0.0000141544,54.7353503544
"L6UC62-5Q7CA-UINWYR","TBJPLR-SV2K2-YP3DP4","2016-03-16 22:53:37","rollover","currency","XXBT",0.0000000000,0.0009552621,54.7343950923
"LOKOQM-WGUN6-SB5TAO","TQXZDM-TMZ3L-TOP6X6","2016-03-16 22:53:37","rollover","currency","XXBT",0.0000000000,0.0013008926,54.7330941997
"L7HHHY-ZRZAE-B6GCUP","TD55YF-BNDLX-O4JVCK","2016-03-16 22:53:37","rollover","currency","XXBT",0.0000000000,0.0003301624,54.7327640373
"LIV2UW-ICCMM-HLX7YF","TCBHTV-NAJH7-XPEX5K","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0001960353,54.7325680020
"L2SGDW-RAXDT-UWHGZI","TQOMEY-AKTH6-ZRRDNU","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0009714304,54.7315965716
"LMFKLS-MBOC5-4FHTRK","TAPZJV-GM3TU-PVOY62","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0001562219,54.7314403497
"LXDIDE-YMYXH-ZHXIRY","T5DV74-5NZFN-M24ENN","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0011213476,54.7303190021
"LNGK4M-NSWYB-5H5ZII","TQOSY3-5YKNW-5527UM","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0000801365,54.7302388656
"LDBWO2-VWGJG-336DMI","TGXEKE-C2GOB-JVPFVJ","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0010323041,54.7292065615
"LVZKN4-PYFZS-CHUT5R","TOON2Z-DJCOV-M6FOA6","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0009678354,54.7282387261
"LHNM72-NIRPI-7KLPX6","TKNADM-BLLKH-FQNFXJ","2016-03-17 02:24:27","rollover","currency","XXBT",0.0000000000,0.0002093690,54.7280293571
"LLARBE-5NPH5-AJITEB","TZEV7P-HTC6L-KVDH4A","2016-03-17 02:54:36","rollover","currency","XXBT",0.0000000000,0.0000510681,54.7279782890
"LUJR2L-IFQCO-CBLHN7","T4ENM5-PCO5G-2TBDPG","2016-03-17 02:54:36","rollover","currency","XXBT",0.0000000000,0.0000141617,54.7279641273
"LPBV7Q-DOYR4-STPKYZ","TBJPLR-SV2K2-YP3DP4","2016-03-17 02:54:36","rollover","currency","XXBT",0.0000000000,0.0009557566,54.7270083707
"LKACFQ-YAG6Y-GVUJU4","TQXZDM-TMZ3L-TOP6X6","2016-03-17 02:54:36","rollover","currency","XXBT",0.0000000000,0.0013015660,54.7257068047
"L37ZYB-WCUKB-WX6C6W","TD55YF-BNDLX-O4JVCK","2016-03-17 02:54:36","rollover","currency","XXBT",0.0000000000,0.0003303334,54.7253764713
"LMJ537-UVNUV-RVK45L","TCBHTV-NAJH7-XPEX5K","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0001953370,54.7251811343
"L45JNM-HDBKX-ZAIUUY","TQOMEY-AKTH6-ZRRDNU","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0009679700,54.7242131643
"LLGOHF-OGGVU-LM7VCT","TAPZJV-GM3TU-PVOY62","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0001556654,54.7240574989
"LCB7PM-D36X2-WDZYNC","T5DV74-5NZFN-M24ENN","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0011173532,54.7229401457
"LWKRDA-W7ZAD-WBB47D","TQOSY3-5YKNW-5527UM","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0000798510,54.7228602947
"LC2QDQ-P7NEY-VMC6C6","TGXEKE-C2GOB-JVPFVJ","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0010286269,54.7218316678
"LQ6YQJ-AU2Q3-DDBRJH","TOON2Z-DJCOV-M6FOA6","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0009643878,54.7208672800
"L2RVKP-SP44L-Z2CMM3","TKNADM-BLLKH-FQNFXJ","2016-03-17 06:25:25","rollover","currency","XXBT",0.0000000000,0.0002086232,54.7206586568
"LZ4EBE-KPOCR-PU3BAY","TZEV7P-HTC6L-KVDH4A","2016-03-17 06:55:32","rollover","currency","XXBT",0.0000000000,0.0000508876,54.7206077692
"LYFA3S-7MJ2K-DAPUNB","T4ENM5-PCO5G-2TBDPG","2016-03-17 06:55:32","rollover","currency","XXBT",0.0000000000,0.0000141117,54.7205936575
"LQICTA-C3FIA-PTT6WI","TBJPLR-SV2K2-YP3DP4","2016-03-17 06:55:32","rollover","currency","XXBT",0.0000000000,0.0009523784,54.7196412791
"L2UKGG-FFATP-IWXWVD","TQXZDM-TMZ3L-TOP6X6","2016-03-17 06:55:32","rollover","currency","XXBT",0.0000000000,0.0012969655,54.7183443136
"LINT34-KGHGC-4DIIWU","TD55YF-BNDLX-O4JVCK","2016-03-17 06:55:32","rollover","currency","XXBT",0.0000000000,0.0003291658,54.7180151478
"LTOZFP-IH7FR-JXHGS2","TCBHTV-NAJH7-XPEX5K","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0001964356,54.7178187122
"LJVDVG-V7ICH-W4ZFPD","TQOMEY-AKTH6-ZRRDNU","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0009734139,54.7168452983
"LLPAPB-OAL2Q-EOWH5A","TAPZJV-GM3TU-PVOY62","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0001565409,54.7166887574
"LO4PRJ-VFKSX-Q4WHCG","T5DV74-5NZFN-M24ENN","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0011236372,54.7155651202
"LTOL4T-V7XRM-GU3WQ4","TQOSY3-5YKNW-5527UM","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0000803001,54.7154848201
"LZRLWL-BP3UB-CABXW7","TGXEKE-C2GOB-JVPFVJ","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0010344118,54.7144504083
"LDESTW-R4WR3-TFBAO3","TOON2Z-DJCOV-M6FOA6","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0009698115,54.7134805968
"LXHNOF-MXBGB-WQRCXC","TKNADM-BLLKH-FQNFXJ","2016-03-17 10:26:16","rollover","currency","XXBT",0.0000000000,0.0002097965,54.7132708003
"LLGRO5-U4ZYQ-K5WHCH","TZEV7P-HTC6L-KVDH4A","2016-03-17 10:53:53","rollover","currency","XXBT",0.0000000000,0.0000511173,54.7132196830
"L7JBAX-APZY3-4H5KRW","T4ENM5-PCO5G-2TBDPG","2016-03-17 10:53:53","rollover","currency","XXBT",0.0000000000,0.0000141754,54.7132055076
"LYWU4T-UNWIA-PH42WB","TBJPLR-SV2K2-YP3DP4","2016-03-17 10:53:53","rollover","currency","XXBT",0.0000000000,0.0009566778,54.7122488298
"LYROBN-2B3DV-H6VK3E","TQXZDM-TMZ3L-TOP6X6","2016-03-17 10:53:53","rollover","currency","XXBT",0.0000000000,0.0013028204,54.7109460094
"LOR4SE-JDRLY-6DOUYY","TD55YF-BNDLX-O4JVCK","2016-03-17 10:53:53","rollover","currency","XXBT",0.0000000000,0.0003306517,54.7106153577
"LT6DHV-7FUYC-3YIAAH","TCBHTV-NAJH7-XPEX5K","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0001963448,54.7104190129
"LER6HC-3E52E-RDJ7PM","TQOMEY-AKTH6-ZRRDNU","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0009729640,54.7094460489
"LZKPDH-BQ3Y2-M3QFZ3","TAPZJV-GM3TU-PVOY62","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0001564685,54.7092895804
"LBTGNC-SOHV2-OKZ3U3","T5DV74-5NZFN-M24ENN","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0011231179,54.7081664625
"L2GGLG-VDE7S-MOXVWQ","TQOSY3-5YKNW-5527UM","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0000802630,54.7080861995
"L4P6NT-RVPGG-5XW6TP","TGXEKE-C2GOB-JVPFVJ","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0010339338,54.7070522657
"LRCVBZ-EFYX2-BHABFO","TOON2Z-DJCOV-M6FOA6","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0009693633,54.7060829024
"LNGDGI-T5PVS-PNE4W6","TKNADM-BLLKH-FQNFXJ","2016-03-17 14:24:42","rollover","currency","XXBT",0.0000000000,0.0002096995,54.7058732029
"LALBVW-WIBLP-2MQVD7","TZEV7P-HTC6L-KVDH4A","2016-03-17 14:54:48","rollover","currency","XXBT",0.0000000000,0.0000513459,54.7058218570
"LJAPWV-NA74K-GML44V","T4ENM5-PCO5G-2TBDPG","2016-03-17 14:54:48","rollover","currency","XXBT",0.0000000000,0.0000142388,54.7058076182
"L4P4V6-5TDBQ-H5PC6C","TBJPLR-SV2K2-YP3DP4","2016-03-17 14:54:48","rollover","currency","XXBT",0.0000000000,0.0009609553,54.7048466629
"L6USTU-V6Q72-L3OUPE","TQXZDM-TMZ3L-TOP6X6","2016-03-17 14:54:48","rollover","currency","XXBT",0.0000000000,0.0013086456,54.7035380173
"L7JSQS-XIUDO-ZRYBKB","TD55YF-BNDLX-O4JVCK","2016-03-17 14:54:48","rollover","currency","XXBT",0.0000000000,0.0003321301,54.7032058872
